t_ms,theta_deg,theta_dot_dps,tau_Nm,tau_cmd_Nm,armed,gain_scale,wheel_omega_lp,wheel_pos,wheel_vel
1228271.0,-0.4101,-8.5067,-0.12,-0.12,1.0,1.0,-2.682301,-1739.09314,-0.636217
1228272.0,-0.3649,11.8717,0.12,0.12,1.0,1.0,-2.682827,-1739.094238,-0.647759
1228274.0,-0.4177,10.9824,0.10825,0.10825,1.0,1.0,-2.683381,-1739.095459,-0.657068
1228276.0,-0.5004,4.6136,-0.028876,-0.028876,1.0,1.0,-2.683959,-1739.096436,-0.650007
1228277.0,-0.516,-14.1825,-0.12,-0.12,1.0,1.0,-2.684519,-1739.097534,-0.643453
1228279.0,-0.4146,-10.4094,-0.12,-0.12,1.0,1.0,-2.685062,-1739.098633,-0.644394
1228281.0,-0.2977,-0.5201,-0.094629,-0.094629,1.0,1.0,-2.685607,-1739.099854,-0.674841
1228282.0,-0.2949,17.4058,0.12,0.12,1.0,1.0,-2.686229,-1739.101196,-0.71228
1228284.0,-0.3732,13.3094,0.12,0.12,1.0,1.0,-2.686944,-1739.102417,-0.734129
1228286.0,-0.469,3.1231,-0.055955,-0.055955,1.0,1.0,-2.687715,-1739.103638,-0.738904
1228287.0,-0.477,-10.896,-0.12,-0.12,1.0,1.0,-2.688496,-1739.104858,-0.730171
1228289.0,-0.3986,-7.7001,-0.12,-0.12,1.0,1.0,-2.689256,-1739.106079,-0.733781
1228291.0,-0.3242,3.3155,-0.028619,-0.028619,1.0,1.0,-2.690024,-1739.107422,-0.754481
1228292.0,-0.3834,13.1469,0.12,0.12,1.0,1.0,-2.690844,-1739.108765,-0.7738
1228294.0,-0.4897,6.1551,-0.002383,-0.002383,1.0,1.0,-2.691712,-1739.110107,-0.783203
1228296.0,-0.5891,-5.8987,-0.12,-0.12,1.0,1.0,-2.692603,-1739.11145,-0.779377
1228297.0,-0.5269,-12.5687,-0.12,-0.12,1.0,1.0,-2.693485,-1739.112671,-0.782407
1228299.0,-0.3942,-3.6644,-0.12,-0.12,1.0,1.0,-2.694373,-1739.114258,-0.813214
1228301.0,-0.3202,8.6802,0.072378,0.072378,1.0,1.0,-2.695339,-1739.115723,-0.861981
1228302.0,-0.3949,13.5357,0.12,0.12,1.0,1.0,-2.696427,-1739.117432,-0.907216
1228304.0,-0.4749,4.9475,-0.02915,-0.02915,1.0,1.0,-2.697628,-1739.119019,-0.923104
1228306.0,-0.5316,-5.6538,-0.12,-0.12,1.0,1.0,-2.698868,-1739.120483,-0.921121
1228307.0,-0.4411,-5.8579,-0.12,-0.12,1.0,1.0,-2.700103,-1739.12207,-0.927126
1228309.0,-0.3589,3.9726,-0.029982,-0.029982,1.0,1.0,-2.701353,-1739.123779,-0.950505
1228311.0,-0.3346,12.9759,0.12,0.12,1.0,1.0,-2.702661,-1739.125488,-0.973066
1228312.0,-0.3798,15.15,0.12,0.12,1.0,1.0,-2.704025,-1739.127075,-0.983869
1228314.0,-0.4906,-4.0215,-0.12,-0.12,1.0,1.0,-2.705415,-1739.128784,-0.980474
1228316.0,-0.5135,-11.9599,-0.12,-0.12,1.0,1.0,-2.706796,-1739.130371,-0.973135
1228317.0,-0.4776,-12.6063,-0.12,-0.12,1.0,1.0,-2.708159,-1739.131958,-0.979537
1228319.0,-0.3807,7.078,0.024277,0.024277,1.0,1.0,-2.709537,-1739.133789,-1.017325
1228321.0,-0.3831,12.9338,0.12,0.12,1.0,1.0,-2.71101,-1739.135742,-1.055689
1228322.0,-0.444,11.6938,0.099967,0.099967,1.0,1.0,-2.712578,-1739.137573,-1.068314
1228324.0,-0.5069,-8.2475,-0.12,-0.12,1.0,1.0,-2.714177,-1739.139282,-1.055544
1228326.0,-0.4756,-11.019,-0.12,-0.12,1.0,1.0,-2.715744,-1739.140869,-1.034772
1228327.0,-0.3789,-8.2202,-0.12,-0.12,1.0,1.0,-2.717257,-1739.1427,-1.036912
1228329.0,-0.3013,13.8043,0.12,0.12,1.0,1.0,-2.718776,-1739.144531,-1.063866
1228331.0,-0.3349,15.8502,0.12,0.12,1.0,1.0,-2.720362,-1739.146484,-1.092556
1228332.0,-0.4118,11.4142,0.098195,0.098195,1.0,1.0,-2.722019,-1739.148315,-1.097142
1228334.0,-0.4577,-10.1612,-0.12,-0.12,1.0,1.0,-2.723687,-1739.150024,-1.079868
1228336.0,-0.4072,-9.9445,-0.12,-0.12,1.0,1.0,-2.725311,-1739.151733,-1.060161
1228337.0,-0.3133,-3.9498,-0.12,-0.12,1.0,1.0,-2.726884,-1739.153564,-1.062539
1228339.0,-0.289,14.8919,0.12,0.12,1.0,1.0,-2.728463,-1739.155396,-1.075141
1228342.0,-0.4363,5.3229,-0.023613,-0.023613,1.0,1.0,-2.731724,-1739.159058,-1.088977
1228344.0,-0.4531,-13.3027,-0.12,-0.12,1.0,1.0,-2.733368,-1739.160767,-1.077738
1228346.0,-0.3526,-9.5384,-0.12,-0.12,1.0,1.0,-2.734982,-1739.162598,-1.078959
1228347.0,-0.2445,1.0485,-0.074524,-0.074524,1.0,1.0,-2.736599,-1739.164551,-1.100658
1228349.0,-0.2541,17.0693,0.12,0.12,1.0,1.0,-2.73827,-1739.166504,-1.12516
1228351.0,-0.3339,12.3621,0.12,0.12,1.0,1.0,-2.740002,-1739.168457,-1.135913
1228352.0,-0.4292,1.8048,-0.092467,-0.092467,1.0,1.0,-2.74176,-1739.170288,-1.128613
1228354.0,-0.4086,-9.8092,-0.12,-0.12,1.0,1.0,-2.743499,-1739.172119,-1.114448
1228356.0,-0.3098,-4.993,-0.12,-0.12,1.0,1.0,-2.745202,-1739.17395,-1.115502
1228357.0,-0.221,6.9528,0.041957,0.041957,1.0,1.0,-2.746907,-1739.175903,-1.138237
1228359.0,-0.2795,15.5158,0.12,0.12,1.0,1.0,-2.748668,-1739.177856,-1.158841
1228361.0,-0.3734,8.322,0.041733,0.041733,1.0,1.0,-2.75048,-1739.17981,-1.155358
1228362.0,-0.467,-4.9541,-0.12,-0.12,1.0,1.0,-2.752283,-1739.181641,-1.137878
1228364.0,-0.3949,-10.4142,-0.12,-0.12,1.0,1.0,-2.754041,-1739.183472,-1.124523
1228366.0,-0.2867,-1.5384,-0.12,-0.12,1.0,1.0,-2.755765,-1739.185425,-1.132689
1228367.0,-0.2273,10.1781,0.102598,0.102598,1.0,1.0,-2.757509,-1739.187378,-1.15513
1228369.0,-0.2139,15.1292,0.12,0.12,1.0,1.0,-2.759308,-1739.189453,-1.177068
1228371.0,-0.2901,2.9217,-0.049983,-0.049983,1.0,1.0,-2.761162,-1739.191406,-1.17415
1228372.0,-0.3324,-8.1659,-0.12,-0.12,1.0,1.0,-2.763008,-1739.193359,-1.163564
1228374.0,-0.3287,-11.8118,-0.12,-0.12,1.0,1.0,-2.764827,-1739.19519,-1.161469
1228376.0,-0.2319,4.8961,-0.001608,-0.001608,1.0,1.0,-2.766639,-1739.197266,-1.179871
1228377.0,-0.201,14.9341,0.12,0.12,1.0,1.0,-2.768497,-1739.199341,-1.20137
1228379.0,-0.2329,16.6064,0.12,0.12,1.0,1.0,-2.770408,-1739.201416,-1.212659
1228381.0,-0.3256,-3.4236,-0.12,-0.12,1.0,1.0,-2.772347,-1739.203369,-1.201429
1228382.0,-0.3296,-10.4682,-0.12,-0.12,1.0,1.0,-2.774257,-1739.205322,-1.180664
1228384.0,-0.2792,-10.96,-0.12,-0.12,1.0,1.0,-2.776114,-1739.207275,-1.178089
1228386.0,-0.1865,9.7868,0.099706,0.099706,1.0,1.0,-2.777963,-1739.209351,-1.203834
1228387.0,-0.2072,14.2289,0.12,0.12,1.0,1.0,-2.779877,-1739.211426,-1.221703
1228389.0,-0.2728,12.4783,0.12,0.12,1.0,1.0,-2.781834,-1739.213501,-1.22297
1228391.0,-0.3362,-9.4981,-0.12,-0.12,1.0,1.0,-2.783794,-1739.215454,-1.207673
1228392.0,-0.2986,-10.7761,-0.12,-0.12,1.0,1.0,-2.785715,-1739.217285,-1.187238
1228394.0,-0.1935,-7.0423,-0.12,-0.12,1.0,1.0,-2.787584,-1739.21936,-1.191149
1228396.0,-0.1214,14.7529,0.12,0.12,1.0,1.0,-2.789462,-1739.221436,-1.210264
1228397.0,-0.1595,15.1374,0.12,0.12,1.0,1.0,-2.791387,-1739.223633,-1.231392
1228399.0,-0.2441,10.0029,0.092171,0.092171,1.0,1.0,-2.793365,-1739.225586,-1.22649
1228401.0,-0.2816,-10.3813,-0.12,-0.12,1.0,1.0,-2.795329,-1739.227539,-1.214115
1228402.0,-0.2068,-8.4383,-0.12,-0.12,1.0,1.0,-2.797261,-1739.229614,-1.196157
1228404.0,-0.0984,-0.8631,-0.092802,-0.092802,1.0,1.0,-2.799148,-1739.231567,-1.205952
1228406.0,-0.0778,17.6596,0.12,0.12,1.0,1.0,-2.801058,-1739.233643,-1.222825
1228407.0,-0.1613,14.0844,0.12,0.12,1.0,1.0,-2.80301,-1739.23584,-1.238537
1228409.0,-0.2584,5.2066,-0.003274,-0.003274,1.0,1.0,-2.805001,-1739.237793,-1.232713
1228411.0,-0.2757,-12.8199,-0.12,-0.12,1.0,1.0,-2.806977,-1739.239746,-1.216592
1228412.0,-0.1734,-7.8919,-0.12,-0.12,1.0,1.0,-2.808911,-1739.241821,-1.20952
1228414.0,-0.0734,3.3523,-0.007744,-0.007744,1.0,1.0,-2.810826,-1739.243896,-1.226049
1228416.0,-0.1002,16.8627,0.12,0.12,1.0,1.0,-2.812782,-1739.246094,-1.247424
1228417.0,-0.1966,10.644,0.11163,0.11163,1.0,1.0,-2.814791,-1739.248169,-1.248691
1228419.0,-0.2921,-1.7925,-0.12,-0.12,1.0,1.0,-2.816803,-1739.250122,-1.234291
1228421.0,-0.2474,-11.6349,-0.12,-0.12,1.0,1.0,-2.818778,-1739.252075,-1.213544
1228422.0,-0.136,-4.653,-0.12,-0.12,1.0,1.0,-2.820699,-1739.25415,-1.215491
1228424.0,-0.0424,8.3579,0.093903,0.093903,1.0,1.0,-2.822625,-1739.256348,-1.235451
1228426.0,-0.1171,14.8129,0.12,0.12,1.0,1.0,-2.8246,-1739.258423,-1.253295
1228427.0,-0.1995,7.1891,0.044046,0.044046,1.0,1.0,-2.826619,-1739.260498,-1.255977
1228429.0,-0.2748,-6.519,-0.12,-0.12,1.0,1.0,-2.828645,-1739.262573,-1.238656
1228431.0,-0.2916,-11.5442,-0.12,-0.12,1.0,1.0,-2.830625,-1739.264526,-1.225839
1228432.0,-0.1933,0.9259,-0.074944,-0.074944,1.0,1.0,-2.832573,-1739.266602,-1.235398
1228434.0,-0.1354,12.8477,0.12,0.12,1.0,1.0,-2.834544,-1739.268799,-1.256485
1228436.0,-0.1544,16.6973,0.12,0.12,1.0,1.0,-2.836567,-1739.270996,-1.270464
1228437.0,-0.2456,0.1396,-0.100639,-0.100639,1.0,1.0,-2.838625,-1739.273071,-1.261974
1228439.0,-0.2712,-10.3941,-0.12,-0.12,1.0,1.0,-2.84066,-1739.275146,-1.248824
1228441.0,-0.245,-13.1215,-0.12,-0.12,1.0,1.0,-2.842662,-1739.277222,-1.246789
1228442.0,-0.1328,7.3179,0.057684,0.057684,1.0,1.0,-2.844657,-1739.279419,-1.273265
1228444.0,-0.1259,15.4135,0.12,0.12,1.0,1.0,-2.846719,-1739.281738,-1.304824
1228446.0,-0.1749,16.333,0.12,0.12,1.0,1.0,-2.848859,-1739.283936,-1.31904
1228447.0,-0.2561,-6.6383,-0.12,-0.12,1.0,1.0,-2.851033,-1739.286133,-1.309191
1228449.0,-0.2414,-11.3331,-0.12,-0.12,1.0,1.0,-2.853182,-1739.288208,-1.29363
1228451.0,-0.1497,-9.8296,-0.12,-0.12,1.0,1.0,-2.855291,-1739.290405,-1.297317
1228452.0,-0.0558,13.3637,0.12,0.12,1.0,1.0,-2.857409,-1739.292725,-1.327034
1228454.0,-0.0919,16.5561,0.12,0.12,1.0,1.0,-2.8596,-1739.295044,-1.351228
1228456.0,-0.1674,13.3024,0.12,0.12,1.0,1.0,-2.861851,-1739.297363,-1.357772
1228457.0,-0.2203,-10.3494,-0.12,-0.12,1.0,1.0,-2.864118,-1739.299561,-1.347119
1228459.0,-0.169,-10.2705,-0.12,-0.12,1.0,1.0,-2.866358,-1739.30188,-1.334956
1228461.0,-0.0583,-4.9168,-0.12,-0.12,1.0,1.0,-2.868565,-1739.304199,-1.33913
1228463.0,-0.01,16.6862,0.12,0.12,1.0,1.0,-2.870783,-1739.306519,-1.363215
1228464.0,-0.0718,15.3433,0.12,0.12,1.0,1.0,-2.87306,-1739.308838,-1.383439
1228466.0,-0.1617,8.8469,0.076616,0.076616,1.0,1.0,-2.875386,-1739.311157,-1.392724
1228468.0,-0.192,-11.3911,-0.12,-0.12,1.0,1.0,-2.877735,-1739.313477,-1.382224
1228469.0,-0.1158,-8.7203,-0.12,-0.12,1.0,1.0,-2.880057,-1739.315674,-1.374621
1228471.0,-0.0134,-0.6008,-0.081644,-0.081644,1.0,1.0,-2.882359,-1739.318115,-1.389047
1228473.0,-0.0111,17.2889,0.12,0.12,1.0,1.0,-2.884696,-1739.320557,-1.407939
1228474.0,-0.0907,12.8956,0.12,0.12,1.0,1.0,-2.88708,-1739.322998,-1.427312
1228476.0,-0.1829,3.5671,-0.030918,-0.030918,1.0,1.0,-2.889512,-1739.325317,-1.423458
1228478.0,-0.1846,-11.8206,-0.12,-0.12,1.0,1.0,-2.891932,-1739.327637,-1.41238
1228479.0,-0.0812,-7.0094,-0.12,-0.12,1.0,1.0,-2.894324,-1739.330078,-1.415324
1228481.0,0.0127,3.4962,0.000105,0.000105,1.0,1.0,-2.896723,-1739.33252,-1.433742
1228483.0,-0.0165,16.1927,0.12,0.12,1.0,1.0,-2.899167,-1739.334961,-1.460523
1228484.0,-0.1048,10.2844,0.110346,0.110346,1.0,1.0,-2.901677,-1739.337402,-1.470392
1228486.0,-0.1864,-1.48,-0.12,-0.12,1.0,1.0,-2.904211,-1739.339844,-1.45755
1228488.0,-0.1394,-9.7533,-0.12,-0.12,1.0,1.0,-2.906711,-1739.342163,-1.448205
1228489.0,-0.0374,-3.9049,-0.12,-0.12,1.0,1.0,-2.909187,-1739.344604,-1.454157
1228491.0,0.0406,8.0582,0.091247,0.091247,1.0,1.0,-2.911677,-1739.347168,-1.476641
1228492.0,0.063,14.1849,0.12,0.12,1.0,1.0,-2.914223,-1739.349609,-1.498923
1228494.0,-0.0103,6.1873,0.044799,0.044799,1.0,1.0,-2.916823,-1739.352173,-1.503896
1228496.0,-0.0735,-5.6972,-0.12,-0.12,1.0,1.0,-2.919435,-1739.354614,-1.490856
1228497.0,-0.0755,-10.2777,-0.12,-0.12,1.0,1.0,-2.922013,-1739.357056,-1.483929
1228499.0,0.0219,1.6032,-0.038005,-0.038005,1.0,1.0,-2.924573,-1739.359619,-1.496794
1228501.0,0.0669,12.2825,0.12,0.12,1.0,1.0,-2.927164,-1739.362305,-1.516583
1228502.0,0.0545,15.4063,0.12,0.12,1.0,1.0,-2.929803,-1739.364868,-1.533936
1228504.0,-0.0205,0.1676,-0.074868,-0.074868,1.0,1.0,-2.932486,-1739.367432,-1.524231
1228506.0,-0.0278,-8.466,-0.12,-0.12,1.0,1.0,-2.935142,-1739.369873,-1.505405
1228507.0,0.0057,-9.629,-0.12,-0.12,1.0,1.0,-2.937751,-1739.372314,-1.508216
1228509.0,0.0966,8.9125,0.114548,0.114548,1.0,1.0,-2.940365,-1739.375,-1.53295
1228511.0,0.0906,15.0356,0.12,0.12,1.0,1.0,-2.943041,-1739.377563,-1.561007
1228512.0,0.0425,14.6355,0.12,0.12,1.0,1.0,-2.945786,-1739.380249,-1.578712
1228514.0,-0.0262,-5.8377,-0.12,-0.12,1.0,1.0,-2.948574,-1739.382812,-1.55388
1228516.0,0.0047,-8.4068,-0.12,-0.12,1.0,1.0,-2.951299,-1739.385254,-1.520271
1228517.0,0.0902,-6.2862,-0.12,-0.12,1.0,1.0,-2.953938,-1739.387695,-1.516635
1228519.0,0.1483,13.9815,0.12,0.12,1.0,1.0,-2.956567,-1739.390381,-1.538939
1228521.0,0.099,14.4758,0.12,0.12,1.0,1.0,-2.959251,-1739.393066,-1.564671
1228522.0,0.0107,10.3046,0.12,0.12,1.0,1.0,-2.961999,-1739.395752,-1.568587
1228524.0,-0.0249,-8.9651,-0.12,-0.12,1.0,1.0,-2.964755,-1739.398193,-1.553234
1228526.0,0.0364,-7.1273,-0.12,-0.12,1.0,1.0,-2.967472,-1739.400757,-1.532097
1228527.0,0.1428,-2.5442,-0.100653,-0.100653,1.0,1.0,-2.970134,-1739.40332,-1.530351
1228529.0,0.1686,15.9461,0.12,0.12,1.0,1.0,-2.972791,-1739.405884,-1.543818
1228531.0,0.0975,12.1776,0.12,0.12,1.0,1.0,-2.975481,-1739.408447,-1.553065
1228532.0,0.0004,5.907,0.03876,0.03876,1.0,1.0,-2.978193,-1739.411011,-1.544043
1228534.0,-0.0206,-2.8616,-0.12,-0.12,1.0,1.0,-2.980881,-1739.413452,-1.526888
1228536.0,0.0757,-5.8613,-0.12,-0.12,1.0,1.0,-2.983526,-1739.415894,-1.510031
1228537.0,0.1753,2.5641,0.004451,0.004451,1.0,1.0,-2.986126,-1739.418457,-1.51303
1228539.0,0.2027,11.0115,0.12,0.12,1.0,1.0,-2.988733,-1739.420898,-1.520983
1228541.0,0.1136,10.097,0.12,0.12,1.0,1.0,-2.991359,-1739.423462,-1.523896
1228542.0,0.0268,-0.2509,-0.074825,-0.074825,1.0,1.0,-2.993992,-1739.425903,-1.501281
1228544.0,0.0218,-7.5231,-0.12,-0.12,1.0,1.0,-2.996566,-1739.428223,-1.472267
1228546.0,0.1315,-3.3906,-0.116268,-0.116268,1.0,1.0,-2.999067,-1739.430664,-1.459314
1228547.0,0.2284,7.8414,0.117439,0.117439,1.0,1.0,-3.001534,-1739.433105,-1.465417
1228549.0,0.229,13.3614,0.12,0.12,1.0,1.0,-3.004015,-1739.435547,-1.477196
1228551.0,0.1473,5.8447,0.064804,0.064804,1.0,1.0,-3.006526,-1739.437988,-1.471395
1228552.0,0.0813,-6.1763,-0.12,-0.12,1.0,1.0,-3.00902,-1739.440308,-1.446803
1228554.0,0.1074,-8.8681,-0.12,-0.12,1.0,1.0,-3.011451,-1739.442627,-1.424063
1228556.0,0.2111,2.9701,0.021888,0.021888,1.0,1.0,-3.013825,-1739.444946,-1.425406
1228557.0,0.2676,14.2868,0.12,0.12,1.0,1.0,-3.016201,-1739.447266,-1.433453
1228559.0,0.2259,14.8276,0.12,0.12,1.0,1.0,-3.018596,-1739.449707,-1.437254
1228560.0,0.1302,8.4533,0.114236,0.114236,1.0,1.0,-3.021,-1739.452026,-1.415954
1228562.0,0.1175,-9.4093,-0.12,-0.12,1.0,1.0,-3.023349,-1739.454102,-1.382633
1228564.0,0.1771,-8.0875,-0.12,-0.12,1.0,1.0,-3.025614,-1739.456299,-1.350203
1228565.0,0.2871,-1.2456,-0.044081,-0.044081,1.0,1.0,-3.027796,-1739.458496,-1.345556
1228567.0,0.2984,13.4768,0.12,0.12,1.0,1.0,-3.029966,-1739.460815,-1.349736
1228569.0,0.2472,12.0855,0.12,0.12,1.0,1.0,-3.032145,-1739.463135,-1.353311
1228570.0,0.1736,4.7156,0.052627,0.052627,1.0,1.0,-3.034333,-1739.46521,-1.338951
1228572.0,0.1954,-8.7619,-0.12,-0.12,1.0,1.0,-3.036483,-1739.467285,-1.319818
1228574.0,0.2841,-5.0793,-0.117444,-0.117444,1.0,1.0,-3.038585,-1739.469482,-1.309473
1228575.0,0.3835,4.4283,0.083194,0.083194,1.0,1.0,-3.04066,-1739.47168,-1.311688
1228577.0,0.3514,16.1126,0.12,0.12,1.0,1.0,-3.042739,-1739.473877,-1.320496
1228579.0,0.2577,10.7791,0.12,0.12,1.0,1.0,-3.04484,-1739.476074,-1.31478
1228580.0,0.1815,0.0021,-0.035607,-0.035607,1.0,1.0,-3.046926,-1739.478027,-1.291774
1228582.0,0.2294,-9.4069,-0.12,-0.12,1.0,1.0,-3.048953,-1739.480103,-1.2678
1228584.0,0.3224,-3.3123,-0.074737,-0.074737,1.0,1.0,-3.050919,-1739.482178,-1.25885
1228585.0,0.3926,7.7449,0.12,0.12,1.0,1.0,-3.052861,-1739.484375,-1.26173
1228587.0,0.3928,12.6081,0.12,0.12,1.0,1.0,-3.054811,-1739.48645,-1.268843
1228589.0,0.3039,3.1813,0.047863,0.047863,1.0,1.0,-3.056777,-1739.488525,-1.256074
1228590.0,0.2639,-6.8981,-0.12,-0.12,1.0,1.0,-3.05871,-1739.490479,-1.234538
1228592.0,0.2719,-10.5359,-0.12,-0.12,1.0,1.0,-3.060589,-1739.492432,-1.221058
1228594.0,0.3824,3.5912,0.07067,0.07067,1.0,1.0,-3.062433,-1739.494385,-1.225328
1228595.0,0.4202,13.2423,0.12,0.12,1.0,1.0,-3.064286,-1739.496582,-1.240715
1228597.0,0.4057,15.3361,0.12,0.12,1.0,1.0,-3.066178,-1739.498535,-1.239198
1228598.0,0.3184,-2.7936,-0.064116,-0.064116,1.0,1.0,-3.068066,-1739.500488,-1.217342
1228600.0,0.3036,-9.3469,-0.12,-0.12,1.0,1.0,-3.069897,-1739.502441,-1.196452
1228602.0,0.3672,-9.4253,-0.12,-0.12,1.0,1.0,-3.071676,-1739.504395,-1.186479
1228604.0,0.451,10.2849,0.12,0.12,1.0,1.0,-3.073428,-1739.50647,-1.191848
1228605.0,0.4285,14.1564,0.12,0.12,1.0,1.0,-3.075193,-1739.508545,-1.208329
1228607.0,0.3427,12.0418,0.12,0.12,1.0,1.0,-3.076999,-1739.510498,-1.206946
1228608.0,0.2734,-9.8283,-0.12,-0.12,1.0,1.0,-3.078801,-1739.512329,-1.184023
1228610.0,0.3142,-11.6564,-0.12,-0.12,1.0,1.0,-3.080545,-1739.51416,-1.155331
1228612.0,0.4195,-8.0318,-0.12,-0.12,1.0,1.0,-3.082216,-1739.516113,-1.148456
1228613.0,0.4787,13.8843,0.12,0.12,1.0,1.0,-3.083869,-1739.518066,-1.16549
1228615.0,0.4144,13.458,0.12,0.12,1.0,1.0,-3.085563,-1739.520142,-1.183861
1228617.0,0.318,8.5787,0.12,0.12,1.0,1.0,-3.087304,-1739.522095,-1.181957
1228618.0,0.2721,-2.375,-0.061059,-0.061059,1.0,1.0,-3.089039,-1739.523926,-1.165587
1228620.0,0.3621,-9.7937,-0.12,-0.12,1.0,1.0,-3.090732,-1739.525757,-1.144393
1228622.0,0.4648,-3.0739,-0.041541,-0.041541,1.0,1.0,-3.092371,-1739.52771,-1.140207
1228623.0,0.5235,7.9769,0.12,0.12,1.0,1.0,-3.093999,-1739.529541,-1.146209
1228625.0,0.4464,12.6666,0.12,0.12,1.0,1.0,-3.095642,-1739.531494,-1.151739
1228627.0,0.3443,3.4938,0.065593,0.065593,1.0,1.0,-3.097298,-1739.533325,-1.142395
1228628.0,0.3227,-6.7412,-0.12,-0.12,1.0,1.0,-3.098929,-1739.535156,-1.126516
1228630.0,0.4394,-7.1354,-0.12,-0.12,1.0,1.0,-3.10052,-1739.536987,-1.115511
1228632.0,0.5417,2.873,0.087328,0.087328,1.0,1.0,-3.102083,-1739.538818,-1.121259
1228633.0,0.5685,11.0121,0.12,0.12,1.0,1.0,-3.10366,-1739.540771,-1.134934
1228635.0,0.4613,8.891,0.12,0.12,1.0,1.0,-3.10527,-1739.542725,-1.133923
1228637.0,0.3639,-3.3394,-0.062673,-0.062673,1.0,1.0,-3.106877,-1739.544434,-1.119333
1228638.0,0.3507,-10.2193,-0.12,-0.12,1.0,1.0,-3.108447,-1739.546265,-1.102208
1228640.0,0.4609,-3.2428,-0.043622,-0.043622,1.0,1.0,-3.109973,-1739.548096,-1.099351
1228642.0,0.5542,9.4208,0.12,0.12,1.0,1.0,-3.111491,-1739.549927,-1.117906
1228643.0,0.5323,14.0541,0.12,0.12,1.0,1.0,-3.113056,-1739.55188,-1.132295
1228645.0,0.4512,11.2455,0.12,0.12,1.0,1.0,-3.114655,-1739.553711,-1.122261
1228647.0,0.383,-9.9402,-0.12,-0.12,1.0,1.0,-3.11623,-1739.55542,-1.09866
1228648.0,0.4081,-12.4472,-0.12,-0.12,1.0,1.0,-3.117744,-1739.557129,-1.081211
1228650.0,0.5087,-7.488,-0.11705,-0.11705,1.0,1.0,-3.119213,-1739.55896,-1.081135
1228652.0,0.5594,13.3663,0.12,0.12,1.0,1.0,-3.120682,-1739.560913,-1.103346
1228653.0,0.5252,13.9629,0.12,0.12,1.0,1.0,-3.122206,-1739.562866,-1.122715
1228655.0,0.4304,8.4597,0.12,0.12,1.0,1.0,-3.123779,-1739.564697,-1.128115
1228656.0,0.3901,-11.6748,-0.12,-0.12,1.0,1.0,-3.125364,-1739.566528,-1.11799
1228658.0,0.4431,-10.5364,-0.12,-0.12,1.0,1.0,-3.126923,-1739.568237,-1.099691
1228660.0,0.5412,-3.1918,-0.029424,-0.029424,1.0,1.0,-3.128435,-1739.570068,-1.100095
1228661.0,0.5538,15.5899,0.12,0.12,1.0,1.0,-3.129948,-1739.572021,-1.114445
1228663.0,0.4682,12.3448,0.12,0.12,1.0,1.0,-3.131496,-1739.573853,-1.122474
1228665.0,0.3661,2.6628,0.054326,0.054326,1.0,1.0,-3.133064,-1739.575684,-1.109524
1228666.0,0.3634,-14.9257,-0.12,-0.12,1.0,1.0,-3.134599,-1739.577393,-1.086459
1228668.0,0.4672,-10.1793,-0.12,-0.12,1.0,1.0,-3.136075,-1739.579102,-1.068385
1228670.0,0.5695,0.2648,0.043429,0.043429,1.0,1.0,-3.137505,-1739.580933,-1.07274
1228671.0,0.6148,8.7908,0.12,0.12,1.0,1.0,-3.138945,-1739.582642,-1.082287
1228673.0,0.5372,9.2892,0.12,0.12,1.0,1.0,-3.140409,-1739.584473,-1.085473
1228675.0,0.4521,-2.3685,-0.027407,-0.027407,1.0,1.0,-3.141881,-1739.586182,-1.068032
1228676.0,0.4407,-9.8057,-0.12,-0.12,1.0,1.0,-3.143307,-1739.587891,-1.044089
1228678.0,0.5497,-4.3536,-0.04811,-0.04811,1.0,1.0,-3.144674,-1739.589478,-1.036229
1228680.0,0.6586,7.9891,0.12,0.12,1.0,1.0,-3.146019,-1739.591309,-1.048462
1228681.0,0.6541,13.7357,0.12,0.12,1.0,1.0,-3.147396,-1739.59314,-1.053173
1228683.0,0.5342,3.4038,0.099084,0.099084,1.0,1.0,-3.148783,-1739.594727,-1.035288
1228685.0,0.4611,-8.3513,-0.12,-0.12,1.0,1.0,-3.150125,-1739.596313,-0.999873
1228686.0,0.4593,-12.8059,-0.12,-0.12,1.0,1.0,-3.151377,-1739.597778,-0.966458
1228688.0,0.555,-0.0655,0.039119,0.039119,1.0,1.0,-3.152545,-1739.599365,-0.964186
1228690.0,0.615,11.0942,0.12,0.12,1.0,1.0,-3.153707,-1739.601074,-0.980201
1228691.0,0.5813,13.3569,0.12,0.12,1.0,1.0,-3.154909,-1739.602783,-0.982258
1228693.0,0.4899,-3.857,-0.045552,-0.045552,1.0,1.0,-3.156115,-1739.604248,-0.960748
1228695.0,0.4669,-13.495,-0.12,-0.12,1.0,1.0,-3.157267,-1739.605713,-0.929811
1228696.0,0.5266,-13.2802,-0.12,-0.12,1.0,1.0,-3.15834,-1739.6073,-0.919497
1228698.0,0.6255,7.9108,0.12,0.12,1.0,1.0,-3.159387,-1739.608887,-0.933987
1228700.0,0.6133,14.4538,0.12,0.12,1.0,1.0,-3.16047,-1739.610474,-0.95549
1228701.0,0.5338,13.6038,0.12,0.12,1.0,1.0,-3.161607,-1739.612183,-0.956997
1228703.0,0.4496,-9.5616,-0.12,-0.12,1.0,1.0,-3.162747,-1739.613647,-0.935195
