9463	32.529	-31.156	-0.531	0.13	-0.25	0.26	0.004	-0.011	-0.000	-0.000	0.000	-0.000	0.1200	-0.1200	0.0378	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	rho_x_lp	rho_y_lp	rho_z_lp	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale	trim_x_deg	trim_y_deg	trim_z_deg	trim_com_mm	trim_enabled
# state=DISARMED mode=CORNER armed=0 halted=0
9473	32.529	-31.160	-0.535	0.31	-0.25	0.18	0.009	-0.006	-0.024	-0.000	0.000	-0.000	0.1200	-0.1200	0.0338	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9480	32.533	-31.158	-0.529	-0.04	0.03	-0.06	0.030	-0.009	-0.003	-0.000	0.000	-0.000	0.1200	-0.1200	0.0336	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9488	32.530	-31.153	-0.528	0.09	0.14	-0.21	0.032	-0.018	0.002	0.000	0.000	-0.000	0.1200	-0.1200	0.0345	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9496	32.525	-31.155	-0.534	0.11	-0.02	0.15	0.032	-0.001	-0.004	0.000	0.000	-0.000	0.1200	-0.1200	0.0367	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9504	32.526	-31.158	-0.535	0.32	0.04	-0.23	0.029	0.006	-0.012	0.000	0.000	-0.000	0.1200	-0.1200	0.0317	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9512	32.522	-31.162	-0.543	0.02	0.18	-0.08	0.021	0.006	0.006	0.000	0.000	-0.000	0.1200	-0.1200	0.0341	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9520	32.517	-31.163	-0.548	-0.03	-0.03	-0.12	-0.003	0.013	-0.005	0.000	0.000	-0.000	0.1200	-0.1200	0.0283	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9528	32.516	-31.166	-0.551	0.26	0.10	0.19	-0.012	-0.005	-0.001	0.000	0.000	-0.000	0.1200	-0.1200	0.0365	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9536	32.518	-31.163	-0.547	0.01	0.16	0.07	-0.022	-0.001	0.008	0.000	0.000	-0.000	0.1200	-0.1200	0.0353	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9543	32.526	-31.162	-0.539	0.13	-0.25	0.26	-0.035	-0.022	-0.006	0.000	0.000	-0.000	0.1200	-0.1200	0.0350	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9551	32.528	-31.159	-0.535	0.10	0.08	0.17	-0.033	-0.013	-0.004	0.000	0.000	-0.000	0.1200	-0.1200	0.0373	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
9559	32.526	-31.156	-0.534	-0.12	-0.04	-0.13	-0.015	-0.018	-0.005	-0.000	0.000	-0.000	0.1200	-0.1200	0.0300	0.0000	0.0000	0.0000	0	1.00	0.2624	0.2264	-0.4830	1.334	0
