t_ms,phi_x_deg,phi_y_deg,phi_z_deg,om_x_dps,om_y_dps,om_z_dps,rho_x,rho_y,rho_z,rho_x_lp,rho_y_lp,rho_z_lp,tau_x,tau_y,tau_z,tau_cmd_x,tau_cmd_y,tau_cmd_z,armed,gain_scale
32390.0,40.9894,-36.594,2.9052,-0.157,-4.194,7.063,-0.046,-0.018,-0.01,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32398.0,40.9602,-36.6107,2.8642,-0.086,-3.279,7.03,-0.02,-0.019,-0.005,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32406.0,40.9291,-36.6278,2.8214,-0.063,-2.885,6.823,-0.007,-0.019,0.004,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32413.0,40.9001,-36.6479,2.7777,0.042,-2.28,7.171,0.012,-0.025,0.006,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32421.0,40.8678,-36.6775,2.7224,-0.338,-1.659,7.882,0.025,0.012,-0.006,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32429.0,40.8372,-36.7066,2.6691,-0.618,-1.045,8.499,0.052,0.017,-0.001,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32437.0,40.812,-36.7306,2.6251,-0.507,-0.499,9.217,0.049,0.03,0.01,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32444.0,40.7907,-36.7498,2.589,-0.076,-0.007,9.88,0.026,-0.023,-0.009,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32452.0,40.77,-36.7713,2.5513,0.446,0.823,10.537,0.03,-0.031,0.0,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32460.0,40.7492,-36.7942,2.5122,0.709,1.951,11.577,-0.005,0.007,-0.004,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32467.0,40.7243,-36.8208,2.4663,0.882,2.74,12.624,-0.02,-0.056,-0.018,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32475.0,40.6974,-36.85,2.416,1.481,3.407,13.896,-0.028,-0.006,-0.021,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32483.0,40.6731,-36.8797,2.3677,2.164,4.431,14.832,-0.035,-0.008,-0.016,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32491.0,40.647,-36.9149,2.3129,2.64,5.313,15.799,-0.045,0.025,-0.013,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32499.0,40.6173,-36.9547,2.2506,3.521,6.065,16.81,-0.043,-0.017,-0.011,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32507.0,40.5867,-36.9964,2.1859,4.266,6.745,17.921,-0.034,-0.02,0.016,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32514.0,40.5536,-37.0403,2.117,5.36,7.595,18.514,-0.036,0.034,0.023,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32522.0,40.5215,-37.0847,2.0486,6.418,7.98,19.503,-0.022,0.013,0.028,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32530.0,40.4894,-37.1343,1.9753,7.557,9.135,20.486,-0.012,0.005,0.026,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32537.0,40.462,-37.1819,1.9081,8.974,9.529,21.741,-0.007,-0.002,0.015,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32545.0,40.4372,-37.224,1.848,10.306,10.215,22.682,0.007,0.033,0.007,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32553.0,40.4074,-37.2671,1.7827,11.659,11.211,23.504,0.017,0.009,0.007,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32561.0,40.3756,-37.304,1.7213,13.122,12.027,23.973,0.017,-0.029,0.015,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32569.0,40.3364,-37.3461,1.6486,14.988,12.583,24.617,0.013,0.02,-0.007,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32576.0,40.2912,-37.3897,1.5693,16.064,13.389,26.118,0.017,0.01,-0.007,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32584.0,40.2463,-37.4304,1.4929,16.767,14.05,26.868,0.036,-0.023,-0.018,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32592.0,40.208,-37.4604,1.432,17.856,14.787,27.262,0.018,-0.005,-0.016,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32599.0,40.1728,-37.4854,1.3784,18.776,15.676,27.462,0.02,-0.036,-0.002,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32607.0,40.137,-37.5093,1.3252,19.469,16.285,27.64,0.021,-0.006,-0.003,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32615.0,40.0986,-37.5361,1.2671,20.247,16.903,27.83,0.002,-0.026,0.003,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32623.0,40.0579,-37.5666,1.2036,20.265,17.497,28.169,0.006,-0.014,0.008,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32630.0,40.0174,-37.5951,1.1422,20.404,18.352,28.338,0.008,0.024,0.021,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32638.0,39.9768,-37.6227,1.0814,20.531,18.508,28.584,0.003,0.005,0.029,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32646.0,39.9462,-37.6456,1.0338,21.262,18.694,28.512,-0.02,0.043,0.017,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32654.0,39.9197,-37.6645,0.9933,21.01,18.759,29.439,-0.011,0.076,0.021,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32662.0,39.8994,-37.6803,0.9611,20.17,20.03,29.326,0.006,0.074,0.014,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32669.0,39.8766,-37.6984,0.9246,19.87,20.68,29.716,0.023,0.015,0.011,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32677.0,39.8471,-37.7143,0.8843,19.739,20.477,29.945,0.023,0.03,-0.006,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32685.0,39.8192,-37.7297,0.8457,20.026,19.954,30.286,0.024,0.013,-0.016,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32693.0,39.7949,-37.7501,0.8059,19.581,19.851,30.094,0.041,0.029,-0.02,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32700.0,39.7687,-37.7836,0.7524,20.194,19.166,29.321,0.027,0.04,-0.008,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32708.0,39.7395,-37.8278,0.6866,19.515,18.681,29.956,0.01,-0.007,-0.024,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32716.0,39.7171,-37.8625,0.6355,18.89,18.447,29.546,0.015,-0.003,0.009,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32724.0,39.6816,-37.8984,0.5717,18.865,18.385,28.364,-0.004,-0.065,0.028,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32731.0,39.6474,-37.9276,0.5152,18.756,17.493,27.991,-0.01,-0.056,0.037,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32739.0,39.6038,-37.9626,0.445,18.563,16.045,27.411,-0.04,-0.009,0.038,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32747.0,39.5649,-37.997,0.3796,18.033,15.904,26.496,-0.03,0.026,0.057,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32755.0,39.5265,-38.0286,0.3172,17.448,15.891,25.192,-0.031,-0.01,0.048,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32762.0,39.4924,-38.0563,0.2621,16.667,15.735,23.487,-0.019,-0.001,0.044,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32770.0,39.4513,-38.0895,0.1959,16.082,14.986,22.918,0.003,0.024,0.033,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32778.0,39.4175,-38.1176,0.1406,15.385,13.676,22.388,-0.007,0.026,-0.001,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32786.0,39.396,-38.1369,0.1042,14.003,13.89,21.652,0.019,0.025,-0.037,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32793.0,39.3816,-38.1481,0.0814,12.016,13.937,20.316,0.06,0.022,-0.03,-0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32801.0,39.3689,-38.153,0.0657,11.141,12.597,19.147,0.067,0.061,-0.031,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32809.0,39.3552,-38.1602,0.0471,11.212,10.008,18.282,0.056,0.034,-0.041,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32817.0,39.3404,-38.1843,0.0122,10.638,7.963,17.095,0.017,0.05,-0.03,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32825.0,39.3201,-38.2304,-0.0473,9.148,7.204,15.644,0.034,0.061,-0.015,0.0,-0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32832.0,39.2924,-38.2837,-0.1201,8.126,6.359,14.023,0.031,0.039,0.002,0.0,0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32840.0,39.2511,-38.3301,-0.1985,7.344,4.555,12.485,0.002,0.032,0.018,0.0,0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32848.0,39.2089,-38.3671,-0.2691,7.548,2.329,9.749,-0.036,0.064,0.055,0.0,0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32856.0,39.1731,-38.3951,-0.326,7.611,0.266,6.57,-0.076,-0.021,0.087,0.0,0.0,0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
32863.0,39.1444,-38.4212,-0.3749,6.722,-1.16,2.648,-0.073,-0.003,0.115,0.0,0.0,0.0,0.12,-0.12,0.1052,0.0,0.0,0.0,0.0,1.0
32871.0,39.1219,-38.4446,-0.416,5.661,-2.864,-1.036,-0.066,-0.055,0.128,0.0,0.0,0.0,0.12,-0.12,0.0182,0.0,0.0,0.0,0.0,1.0
32879.0,39.1015,-38.4617,-0.4494,3.736,-6.184,-5.729,-0.041,-0.045,0.137,-0.0,0.0,0.001,0.12,-0.12,-0.1026,0.0,0.0,0.0,0.0,1.0
32886.0,39.082,-38.469,-0.4732,2.169,-8.668,-9.501,-0.01,-0.064,0.117,-0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32894.0,39.071,-38.4601,-0.4748,0.625,-11.058,-13.179,0.007,-0.023,0.108,-0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32902.0,39.0665,-38.436,-0.457,-0.683,-13.081,-17.354,0.049,-0.047,0.078,-0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32910.0,39.0662,-38.4029,-0.4272,-1.808,-14.86,-21.11,0.055,-0.018,0.056,0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32917.0,39.0736,-38.3651,-0.3864,-3.805,-16.793,-25.108,0.071,0.012,0.028,0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32925.0,39.0836,-38.3234,-0.3398,-5.197,-18.102,-28.222,0.085,-0.014,-0.013,0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32933.0,39.1012,-38.2754,-0.2808,-6.958,-19.332,-31.257,0.083,0.026,-0.072,0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32941.0,39.1258,-38.2146,-0.2041,-8.986,-19.635,-33.366,0.057,0.03,-0.12,0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32949.0,39.1561,-38.1423,-0.1119,-10.26,-19.959,-35.151,0.038,-0.015,-0.168,0.0,-0.0,0.001,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32957.0,39.1984,-38.0519,0.0073,-11.865,-20.125,-36.868,0.016,-0.066,-0.199,0.0,-0.0,0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32964.0,39.2472,-37.9582,0.1351,-12.956,-19.919,-37.781,-0.035,-0.068,-0.212,0.0,-0.0,0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32972.0,39.306,-37.8586,0.2771,-14.225,-19.947,-38.07,-0.046,-0.051,-0.216,0.0,-0.0,0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32980.0,39.3712,-37.7626,0.4216,-15.234,-19.873,-38.086,-0.077,-0.07,-0.217,0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32988.0,39.4433,-37.669,0.5699,-16.346,-19.506,-37.552,-0.077,-0.077,-0.195,0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
32995.0,39.5167,-37.5811,0.7142,-17.291,-18.444,-36.929,-0.067,-0.041,-0.142,0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33003.0,39.5862,-37.4976,0.851,-17.767,-17.771,-36.175,-0.056,-0.029,-0.083,0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33011.0,39.6474,-37.4208,0.9745,-18.441,-16.957,-35.363,-0.046,-0.002,-0.026,-0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33019.0,39.7066,-37.3475,1.0931,-18.485,-16.596,-33.883,-0.027,-0.017,0.024,-0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33027.0,39.7721,-37.2714,1.2197,-18.663,-16.047,-32.563,-0.013,0.033,0.075,-0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33034.0,39.8373,-37.2035,1.3387,-18.461,-15.609,-30.665,-0.006,0.022,0.109,-0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33042.0,39.907,-37.14,1.4575,-18.049,-14.613,-28.902,-0.008,0.017,0.13,-0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33050.0,39.9769,-37.0821,1.5716,-17.945,-12.949,-27.077,-0.009,0.03,0.132,-0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33058.0,40.0368,-37.0308,1.6708,-17.199,-11.144,-23.813,0.002,-0.002,0.1,-0.0,-0.0,-0.0,0.12,-0.12,-0.12,0.0,0.0,0.0,0.0,1.0
33065.0,40.0889,-36.9881,1.7553,-15.79,-9.879,-21.519,-0.007,0.006,0.068,-0.0,-0.0,0.0,0.12,-0.12,-0.10532,0.0,0.0,0.0,0.0,1.0
33073.0,40.1359,-36.9522,1.8293,-14.026,-9.151,-18.726,-0.023,-0.023,0.024,-0.0,-0.0,0.0,0.12,-0.12,-0.03152,0.0,0.0,0.0,0.0,1.0
33081.0,40.1866,-36.9206,1.9026,-12.589,-7.874,-16.681,-0.048,-0.042,-0.025,-0.0,-0.0,0.0,0.12,-0.12,0.02857,0.0,0.0,0.0,0.0,1.0
33089.0,40.229,-36.8993,1.9591,-11.276,-6.186,-14.397,-0.052,-0.02,-0.06,-0.0,-0.0,-0.0,0.12,-0.12,0.09586,0.0,0.0,0.0,0.0,1.0
33097.0,40.2646,-36.8869,2.0017,-10.097,-4.942,-12.381,-0.062,-0.037,-0.086,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
33105.0,40.2962,-36.8776,2.0379,-8.071,-4.035,-10.874,-0.065,0.005,-0.078,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
33113.0,40.3222,-36.8742,2.0638,-6.046,-2.998,-9.496,-0.046,0.062,-0.073,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
33120.0,40.3429,-36.8724,2.0838,-4.786,-1.969,-8.296,-0.036,0.043,-0.053,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
33128.0,40.3584,-36.8712,2.0984,-3.819,-0.55,-6.877,-0.034,0.025,-0.012,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
33136.0,40.3712,-36.8686,2.112,-1.884,0.231,-5.577,-0.001,-0.014,0.029,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
33143.0,40.3833,-36.8599,2.1306,-0.156,0.257,-4.687,0.029,0.03,0.05,-0.0,-0.0,-0.0,0.12,-0.12,0.12,0.0,0.0,0.0,0.0,1.0
