t_ms,phi_x_deg,phi_y_deg,phi_z_deg,om_x_dps,om_y_dps,om_z_dps,rho_x,rho_y,rho_z,rho_x_lp,rho_y_lp,rho_z_lp,tau_x,tau_y,tau_z,tau_cmd_x,tau_cmd_y,tau_cmd_z,armed,gain_scale
70804.0,0.4841,-0.0537,-0.4319,11.565,17.788,-8.645,-5.974,4.153,-0.853,-2.62,0.655,2.205,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
70812.0,0.2773,-0.2602,-0.0239,-9.807,10.282,14.315,-3.769,4.153,-2.455,-2.622,0.658,2.202,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
70820.0,0.4422,-0.5265,0.0704,-0.082,-7.645,22.305,-3.668,5.969,-3.432,-2.622,0.662,2.197,-0.0738,-0.12,0.12,-0.0738,-0.12,0.12,1.0,1.0
70828.0,0.5839,-0.3243,-0.2682,20.083,-1.536,0.892,-5.5,6.255,-1.939,-2.624,0.666,2.193,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
70835.0,0.396,-0.0132,-0.3832,9.439,16.318,-6.318,-5.317,4.458,-1.445,-2.627,0.67,2.191,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
70843.0,0.2275,-0.1241,-0.1067,-9.352,14.095,10.68,-3.23,4.106,-3.146,-2.628,0.672,2.187,-0.12,0.12,0.11069,-0.12,0.12,0.11069,1.0,1.0
70851.0,0.4123,-0.4466,0.0226,2.166,-3.315,19.638,-3.059,5.863,-4.575,-2.628,0.676,2.182,-0.04598,-0.12,0.12,-0.04598,-0.12,0.12,1.0,1.0
70859.0,0.6054,-0.3434,-0.2711,23.002,-2.297,3.595,-4.967,6.235,-3.324,-2.629,0.681,2.177,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
70867.0,0.3281,-0.0427,-0.2867,4.141,19.09,0.965,-4.27,4.403,-3.072,-2.631,0.684,2.173,-0.05161,0.12,-0.12,-0.05161,0.12,-0.12,1.0,1.0
70874.0,0.1677,-0.1423,-0.0291,-3.637,12.641,18.046,-2.675,3.911,-4.947,-2.631,0.687,2.168,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
70882.0,0.3654,-0.3794,0.0041,12.09,-2.56,21.854,-3.722,5.647,-6.537,-2.632,0.69,2.161,0.10034,-0.12,0.12,0.10034,-0.12,0.12,1.0,1.0
70890.0,0.5079,-0.2105,-0.303,16.62,1.974,4.226,-4.924,6.509,-5.038,-2.633,0.695,2.155,0.12,-0.11593,-0.12,0.12,-0.11593,-0.12,1.0,1.0
70897.0,0.325,0.07,-0.3933,2.909,17.763,0.563,-3.675,5.107,-4.561,-2.635,0.699,2.149,-0.05241,0.12,-0.12,-0.05241,0.12,-0.12,1.0,1.0
70905.0,0.217,-0.0408,-0.1773,-4.799,10.977,16.009,-2.12,5.099,-6.385,-2.635,0.702,2.143,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
70913.0,0.4185,-0.3073,-0.1193,10.233,-6.019,21.567,-2.825,6.919,-7.898,-2.634,0.706,2.135,0.11348,-0.12,0.12,0.11348,-0.12,0.12,1.0,1.0
70921.0,0.4638,-0.0532,-0.412,18.472,-3.442,3.351,-4.22,7.771,-6.133,-2.635,0.712,2.128,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
70928.0,0.1046,0.2341,-0.3326,0.954,14.369,1.472,-3.01,6.115,-5.925,-2.636,0.717,2.122,-0.10709,0.12,-0.12,-0.10709,0.12,-0.12,1.0,1.0
70936.0,0.0235,0.0008,-0.0243,-8.766,11.024,16.757,-1.463,5.783,-7.784,-2.635,0.721,2.114,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
70944.0,0.3779,-0.3384,-0.0485,9.772,-5.61,18.445,-2.619,7.409,-8.55,-2.635,0.726,2.106,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
70952.0,0.4786,-0.184,-0.2995,21.072,-3.84,2.203,-3.942,7.584,-6.645,-2.636,0.731,2.098,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
70959.0,0.1416,0.1166,-0.2552,3.462,13.515,-1.346,-2.564,5.669,-6.316,-2.636,0.736,2.092,-0.01853,0.12,-0.12,-0.01853,0.12,-0.12,1.0,1.0
70967.0,-0.0385,-0.034,0.0716,-11.115,13.14,16.988,-0.892,5.284,-8.262,-2.635,0.739,2.084,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
70975.0,0.2646,-0.2824,0.0104,11.708,-6.8,16.217,-1.703,6.942,-8.773,-2.634,0.744,2.075,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
70982.0,0.4057,-0.1043,-0.3043,14.417,-1.143,-4.517,-3.019,7.374,-6.792,-2.634,0.749,2.068,0.12,-0.05603,-0.12,0.12,-0.05603,-0.12,1.0,1.0
70990.0,0.1669,0.1478,-0.3108,-4.102,12.244,-0.124,-1.682,5.851,-6.472,-2.634,0.754,2.061,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
70998.0,0.0564,-0.0123,-0.0444,-8.911,4.321,17.471,-0.366,6.168,-8.123,-2.632,0.758,2.053,-0.12,0.06474,0.12,-0.12,0.06474,0.12,1.0,1.0
71006.0,0.2294,-0.2225,-0.0127,8.102,-7.645,18.978,-1.933,7.582,-8.879,-2.631,0.763,2.045,0.07864,-0.12,0.12,0.07864,-0.12,0.12,1.0,1.0
71014.0,0.2697,0.0403,-0.3091,14.069,-0.525,-0.559,-3.495,7.554,-7.184,-2.632,0.768,2.037,0.12,-0.04122,-0.12,0.12,-0.04122,-0.12,1.0,1.0
71022.0,-0.0232,0.2062,-0.1776,-2.668,13.729,-0.189,-2.252,5.99,-7.023,-2.632,0.773,2.03,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71029.0,-0.0411,-0.1036,0.1421,-6.793,5.569,18.227,-0.949,6.088,-8.744,-2.631,0.777,2.022,-0.12,0.0484,0.12,-0.12,0.0484,0.12,1.0,1.0
71037.0,0.257,-0.3382,0.0724,12.616,-7.983,16.068,-2.537,7.517,-9.123,-2.63,0.782,2.013,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
71045.0,0.2515,-0.0518,-0.201,14.761,0.508,-0.805,-3.619,7.226,-7.404,-2.631,0.787,2.005,0.12,-0.04527,-0.12,0.12,-0.04527,-0.12,1.0,1.0
71052.0,-0.0544,0.153,-0.0946,-5.475,14.326,0.328,-1.868,5.841,-7.268,-2.631,0.792,1.997,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71060.0,-0.0952,-0.1504,0.2417,-10.542,6.095,15.739,-0.607,6.409,-9.145,-2.629,0.796,1.989,-0.12,0.10197,0.12,-0.12,0.10197,0.12,1.0,1.0
71068.0,0.1629,-0.3122,0.1411,16.551,-12.959,8.756,-2.034,8.282,-9.382,-2.628,0.802,1.98,0.12,-0.12,0.08688,0.12,-0.12,0.08688,1.0,1.0
71076.0,0.135,-0.0171,-0.1184,9.628,0.991,-8.525,-3.16,8.275,-7.597,-2.629,0.808,1.972,0.12,0.0814,-0.12,0.12,0.0814,-0.12,1.0,1.0
71084.0,-0.1289,0.1648,-0.0316,-13.049,12.663,0.473,-1.519,6.956,-7.861,-2.628,0.813,1.964,-0.12,0.12,-0.03257,-0.12,0.12,-0.03257,1.0,1.0
71091.0,-0.1335,-0.0869,0.2181,-11.661,-0.362,14.435,-0.125,8.006,-9.717,-2.626,0.818,1.955,-0.12,0.02426,0.12,-0.12,0.02426,0.12,1.0,1.0
71099.0,0.1277,-0.2874,0.1522,8.515,-12.412,5.144,-1.497,9.769,-9.325,-2.625,0.825,1.946,0.12,-0.12,0.08399,0.12,-0.12,0.08399,1.0,1.0
71107.0,0.103,-0.012,-0.0914,8.339,-3.401,-11.196,-2.597,9.293,-7.457,-2.625,0.832,1.938,0.12,0.03698,-0.12,0.12,0.03698,-0.12,1.0,1.0
71114.0,-0.2317,0.0687,0.1649,-12.72,6.149,-2.647,-1.094,7.887,-7.594,-2.624,0.838,1.93,-0.12,0.12,-0.00086,-0.12,0.12,-0.00086,1.0,1.0
71122.0,-0.2579,-0.2137,0.4661,-12.311,-1.991,13.012,-0.496,8.762,-9.171,-2.623,0.844,1.922,-0.12,-0.01225,0.12,-0.12,-0.01225,0.12,1.0,1.0
71130.0,0.001,-0.2823,0.274,5.706,-13.254,2.663,-2.173,10.673,-8.32,-2.622,0.852,1.913,0.12,-0.12,0.09912,0.12,-0.12,0.09912,1.0,1.0
71138.0,-0.0465,0.0301,0.0171,2.867,-4.948,-12.318,-2.811,9.91,-6.201,-2.622,0.859,1.906,0.12,0.07145,-0.12,0.12,0.07145,-0.12,1.0,1.0
71146.0,-0.3036,0.0722,0.2334,-16.509,4.334,-6.452,-1.103,8.325,-6.179,-2.621,0.865,1.9,-0.12,0.12,-0.0032,-0.12,0.12,-0.0032,1.0,1.0
71153.0,-0.2325,-0.3216,0.5458,-11.662,-8.135,8.779,-0.69,9.227,-7.797,-2.62,0.872,1.893,-0.12,-0.11881,0.12,-0.12,-0.11881,0.12,1.0,1.0
71161.0,0.0476,-0.4383,0.3793,7.312,-20.495,1.741,-2.286,10.313,-6.909,-2.619,0.879,1.885,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
71169.0,-0.0544,-0.126,0.1771,-0.311,1.587,-17.58,-2.837,8.869,-4.895,-2.619,0.886,1.879,0.0979,0.12,-0.12,0.0979,0.12,-0.12,1.0,1.0
71177.0,-0.254,-0.1209,0.3718,-21.7,1.026,-4.721,-1.249,7.312,-4.681,-2.618,0.891,1.874,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71184.0,-0.1392,-0.4448,0.5724,-12.06,-16.225,9.76,-1.062,8.566,-6.026,-2.617,0.897,1.868,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71192.0,0.09,-0.4851,0.3824,6.64,-21.065,-5.476,-2.854,9.901,-4.506,-2.617,0.904,1.863,0.12,-0.12,0.05166,0.12,-0.12,0.05166,1.0,1.0
71200.0,-0.0234,-0.1709,0.1898,-3.798,-5.139,-17.834,-3.289,8.556,-2.795,-2.617,0.911,1.859,0.09299,0.11308,-0.12,0.09299,0.11308,-0.12,1.0,1.0
71208.0,-0.2235,-0.1334,0.3535,-24.914,-0.734,-6.408,-1.576,7.054,-3.107,-2.617,0.916,1.855,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71216.0,-0.0337,-0.528,0.5478,-14.111,-15.035,5.334,-1.596,8.164,-4.257,-2.616,0.921,1.85,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71223.0,0.212,-0.5406,0.3144,7.922,-19.823,-8.213,-3.55,8.907,-2.965,-2.616,0.928,1.846,0.12,-0.12,-0.02029,0.12,-0.12,-0.02029,1.0,1.0
71231.0,0.0442,-0.2301,0.1799,-3.691,-6.668,-17.893,-3.551,7.48,-1.634,-2.617,0.933,1.843,0.12,0.06555,-0.12,0.12,0.06555,-0.12,1.0,1.0
71239.0,-0.1966,-0.2159,0.4069,-27.056,-0.833,-4.167,-1.478,6.34,-2.401,-2.617,0.938,1.84,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71246.0,0.0004,-0.5485,0.5337,-14.85,-14.133,2.95,-1.417,7.568,-3.201,-2.616,0.943,1.836,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71254.0,0.2508,-0.5519,0.2867,8.099,-19.094,-12.927,-3.429,8.407,-1.804,-2.616,0.948,1.833,0.12,-0.12,-0.11143,0.12,-0.12,-0.11143,1.0,1.0
71262.0,0.0783,-0.273,0.1875,-2.092,-6.147,-19.697,-3.707,6.966,-0.974,-2.617,0.954,1.83,0.12,0.06415,-0.12,0.12,0.06415,-0.12,1.0,1.0
71270.0,-0.1763,-0.3037,0.472,-27.401,0.674,3.655,-1.518,5.734,-2.525,-2.617,0.958,1.827,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71277.0,0.1045,-0.5585,0.4394,-9.975,-15.079,0.606,-1.141,6.738,-3.045,-2.615,0.962,1.823,-0.05609,-0.12,0.12,-0.05609,-0.12,0.12,1.0,1.0
71285.0,0.4325,-0.5515,0.1045,10.88,-15.361,-19.231,-3.164,7.325,-1.312,-2.615,0.967,1.82,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
71293.0,0.2606,-0.3424,0.0727,-3.746,-1.647,-18.741,-3.034,5.649,-0.554,-2.616,0.971,1.819,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
71301.0,-0.0478,-0.3737,0.4118,-25.77,1.218,4.545,-0.859,4.071,-2.219,-2.615,0.974,1.816,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71308.0,0.1995,-0.6652,0.4483,-13.811,-12.572,10.285,-0.549,5.429,-3.318,-2.613,0.977,1.812,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71316.0,0.4419,-0.5044,0.0492,11.624,-9.819,-14.311,-2.5,5.64,-1.753,-2.613,0.981,1.808,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
71324.0,0.2783,-0.2647,-0.0206,0.776,3.812,-19.948,-2.544,3.913,-1.082,-2.613,0.984,1.806,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
71331.0,0.0599,-0.3956,0.3254,-21.627,0.062,3.036,-0.54,3.587,-2.68,-2.611,0.986,1.803,-0.12,0.10753,0.12,-0.12,0.10753,0.12,1.0,1.0
71339.0,0.1763,-0.6285,0.4358,-11.691,-12.947,9.385,-0.58,5.378,-3.379,-2.61,0.989,1.799,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71347.0,0.3428,-0.4746,0.1193,8.997,-8.293,-10.885,-2.716,5.585,-1.764,-2.609,0.993,1.796,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
71355.0,0.1537,-0.1838,0.0253,-2.186,5.379,-18.13,-2.634,3.732,-0.871,-2.609,0.995,1.793,0.08693,0.12,-0.12,0.08693,0.12,-0.12,1.0,1.0
71363.0,-0.0285,-0.334,0.3538,-21.8,1.783,2.333,-0.572,3.17,-2.264,-2.608,0.997,1.791,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71371.0,0.2579,-0.6233,0.3492,-4.19,-20.118,4.614,-0.728,4.931,-2.587,-2.607,1.0,1.787,0.08877,-0.12,0.12,0.08877,-0.12,0.12,1.0,1.0
71378.0,0.4246,-0.4637,0.0269,3.831,-9.998,-14.163,-2.014,4.972,-1.03,-2.606,1.003,1.784,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
71386.0,0.2406,-0.1991,-0.0468,-12.7,7.097,-17.897,-0.499,2.954,-0.02,-2.605,1.005,1.783,-0.09065,0.12,-0.12,-0.09065,0.12,-0.12,1.0,1.0
71394.0,0.1114,-0.3765,0.2552,-17.219,-1.092,-0.643,1.154,2.234,-1.449,-2.602,1.006,1.781,-0.12,0.06892,0.12,-0.12,0.06892,0.12,1.0,1.0
71401.0,0.2794,-0.6552,0.3586,-3.178,-17.616,4.269,0.034,3.748,-2.125,-2.599,1.008,1.777,0.10953,-0.12,0.12,0.10953,-0.12,0.12,1.0,1.0
71409.0,0.2636,-0.368,0.0947,1.722,-8.906,-11.349,-1.216,3.241,-0.401,-2.598,1.01,1.775,0.12,-0.12,-0.12,0.12,-0.12,-0.12,1.0,1.0
71417.0,-0.0092,-0.1661,0.171,-13.759,6.438,-13.008,0.354,1.179,0.325,-2.596,1.011,1.774,-0.12,0.12,-0.11793,-0.12,0.12,-0.11793,1.0,1.0
71425.0,-0.005,-0.4773,0.4699,-14.182,-0.631,3.046,1.206,0.939,-1.172,-2.593,1.01,1.772,-0.12,-0.00588,0.12,-0.12,-0.00588,0.12,1.0,1.0
71433.0,0.2351,-0.6487,0.3965,2.561,-15.972,1.854,-0.439,2.441,-1.181,-2.591,1.011,1.77,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
71440.0,0.1966,-0.3434,0.1379,1.54,-8.302,-12.3,-0.829,1.826,0.653,-2.59,1.012,1.768,0.12,-0.11674,-0.12,0.12,-0.11674,-0.12,1.0,1.0
71448.0,-0.0522,-0.1317,0.1805,-16.678,6.658,-14.433,1.223,-0.067,1.477,-2.587,1.012,1.768,-0.12,0.12,-0.11273,-0.12,0.12,-0.11273,1.0,1.0
71456.0,-0.0068,-0.4724,0.4669,-13.584,-2.832,1.793,1.649,-0.166,0.134,-2.584,1.011,1.767,-0.12,-0.06558,0.12,-0.12,-0.06558,0.12,1.0,1.0
71463.0,0.26,-0.7015,0.4231,4.117,-19.29,4.671,-0.157,1.19,0.129,-2.581,1.011,1.766,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
71471.0,0.2313,-0.3947,0.153,4.583,-9.112,-10.518,-0.774,0.112,1.859,-2.58,1.01,1.765,0.12,-0.12,-0.09958,0.12,-0.12,-0.09958,1.0,1.0
71479.0,-0.0148,-0.2068,0.2161,-22.918,11.719,-12.726,1.264,-1.881,2.757,-2.577,1.008,1.766,-0.12,0.12,-0.05133,-0.12,0.12,-0.05133,1.0,1.0
71487.0,0.0598,-0.5332,0.4595,-12.092,-3.938,5.528,1.61,-1.888,1.433,-2.574,1.006,1.766,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71495.0,0.2912,-0.7313,0.4209,8.727,-15.836,1.573,-0.475,-0.451,1.591,-2.572,1.004,1.766,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
71502.0,0.1473,-0.34,0.1838,3.694,-2.106,-10.927,-1.359,-1.662,3.223,-2.571,1.003,1.766,0.12,-0.06886,-0.12,0.12,-0.06886,-0.12,1.0,1.0
71510.0,-0.1793,-0.1516,0.3269,-19.407,10.466,-8.009,0.554,-3.523,3.653,-2.569,0.999,1.768,-0.12,0.12,0.04578,-0.12,0.12,0.04578,1.0,1.0
71518.0,-0.1209,-0.467,0.5757,-11.929,1.524,9.1,0.67,-3.491,2.173,-2.566,0.996,1.769,-0.12,-0.07615,0.12,-0.12,-0.07615,0.12,1.0,1.0
71526.0,0.1319,-0.592,0.4446,9.851,-13.152,2.523,-1.323,-1.99,2.871,-2.564,0.993,1.769,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
71533.0,0.042,-0.2713,0.2222,4.966,-4.558,-10.699,-1.415,-2.977,4.604,-2.564,0.99,1.771,0.12,-0.12,-0.10627,0.12,-0.12,-0.10627,1.0,1.0
71541.0,-0.219,-0.0988,0.3153,-19.288,9.552,-8.06,0.795,-4.943,5.002,-2.561,0.986,1.774,-0.12,0.12,0.05721,-0.12,0.12,0.05721,1.0,1.0
71549.0,-0.1385,-0.4333,0.5605,-12.313,0.017,8.029,0.979,-5.023,3.846,-2.558,0.981,1.776,-0.12,-0.09688,0.12,-0.12,-0.09688,0.12,1.0,1.0
71556.0,0.0949,-0.5807,0.4706,7.95,-14.184,2.282,-0.906,-3.577,4.73,-2.557,0.977,1.778,0.12,-0.12,0.12,0.12,-0.12,0.12,1.0,1.0
71564.0,-0.0943,-0.2422,0.3302,-3.217,5.548,-13.682,-0.985,-4.906,6.588,-2.556,0.973,1.781,-0.01815,0.12,-0.12,-0.01815,0.12,-0.12,1.0,1.0
71572.0,-0.3009,-0.1737,0.4702,-17.815,6.162,-5.617,0.857,-6.244,7.065,-2.553,0.967,1.785,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71580.0,-0.2033,-0.3969,0.5899,-8.17,-7.714,5.061,0.184,-4.887,5.985,-2.551,0.962,1.789,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71588.0,-0.0592,-0.3484,0.3984,4.214,-12.328,-6.41,-1.676,-3.254,7.408,-2.55,0.958,1.793,0.12,-0.12,0.08175,0.12,-0.12,0.08175,1.0,1.0
71595.0,-0.2391,0.0064,0.2329,-7.158,3.786,-16.33,-1.918,-4.217,9.3,-2.549,0.954,1.799,-0.09734,0.12,-0.12,-0.09734,0.12,-0.12,1.0,1.0
71603.0,-0.4123,0.0434,0.3702,-20.019,5.846,-5.95,-0.488,-5.367,9.207,-2.548,0.95,1.805,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71611.0,-0.219,-0.3232,0.5338,-7.96,-9.473,6.927,-1.642,-3.795,7.89,-2.547,0.945,1.81,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71618.0,-0.0673,-0.2108,0.2726,6.367,-11.138,-5.841,-3.743,-2.726,9.335,-2.547,0.942,1.815,0.12,-0.12,0.04716,0.12,-0.12,0.04716,1.0,1.0
71626.0,-0.2977,0.1989,0.1041,-5.509,8.869,-16.614,-3.806,-4.406,11.293,-2.549,0.938,1.823,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71634.0,-0.4128,0.0818,0.3332,-19.111,5.0,-3.161,-2.705,-4.605,10.712,-2.549,0.934,1.83,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71642.0,-0.2749,-0.1915,0.4615,-5.833,-10.143,7.373,-4.18,-2.811,9.67,-2.55,0.93,1.836,-0.12,-0.12,0.12,-0.12,-0.12,0.12,1.0,1.0
71650.0,-0.1734,-0.0578,0.2298,7.36,-7.453,-5.869,-6.22,-2.427,11.302,-2.552,0.928,1.844,0.12,-0.12,0.01272,0.12,-0.12,0.01272,1.0,1.0
71657.0,-0.3972,0.2796,0.125,-3.76,11.584,-14.313,-6.324,-4.368,12.435,-2.555,0.924,1.852,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71665.0,-0.448,0.1092,0.3417,-10.278,4.597,3.104,-5.386,-4.595,11.294,-2.558,0.919,1.86,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71673.0,-0.2399,-0.1144,0.3514,7.801,-11.255,7.641,-6.939,-2.91,9.852,-2.561,0.916,1.866,0.05289,-0.12,0.12,0.05289,-0.12,0.12,1.0,1.0
71680.0,-0.1768,0.1106,0.0692,10.055,-1.174,-6.598,-8.485,-2.57,11.059,-2.565,0.913,1.873,0.12,-0.05375,-0.09596,0.12,-0.05375,-0.09596,1.0,1.0
71688.0,-0.3969,0.4393,-0.0309,-7.329,15.286,-12.437,-7.24,-4.019,12.051,-2.57,0.91,1.881,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71696.0,-0.4431,0.2846,0.166,-9.646,6.456,0.717,-5.89,-3.741,10.592,-2.572,0.906,1.889,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71704.0,-0.1911,0.0732,0.1199,6.761,-10.148,8.631,-7.406,-1.902,9.301,-2.576,0.903,1.895,0.02427,-0.12,0.12,0.02427,-0.12,0.12,1.0,1.0
71712.0,-0.1622,0.3781,-0.206,12.181,-1.479,-6.514,-8.693,-1.666,10.691,-2.58,0.901,1.902,0.12,-0.01699,-0.12,0.12,-0.01699,-0.12,1.0,1.0
71720.0,-0.4421,0.6025,-0.1446,-5.345,14.713,-6.977,-7.648,-2.912,10.981,-2.585,0.898,1.909,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71727.0,-0.4757,0.3922,0.0939,-9.281,10.578,6.907,-7.012,-2.205,9.333,-2.588,0.896,1.915,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71735.0,-0.2377,0.2222,0.0214,9.863,-2.768,7.029,-8.621,-0.451,8.859,-2.593,0.894,1.921,0.01259,-0.12,0.12,0.01259,-0.12,0.12,1.0,1.0
71743.0,-0.184,0.4868,-0.2901,16.591,2.934,-7.621,-9.949,-0.166,10.728,-2.598,0.893,1.927,0.12,0.06765,-0.12,0.12,0.06765,-0.12,1.0,1.0
71750.0,-0.4711,0.6944,-0.205,-1.536,16.49,-4.847,-9.044,-1.506,11.063,-2.604,0.892,1.935,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71758.0,-0.5244,0.4369,0.0991,-7.22,9.003,12.339,-8.467,-0.56,9.106,-2.609,0.89,1.941,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71766.0,-0.2632,0.2806,-0.0101,11.632,-3.697,11.368,-9.982,1.057,8.973,-2.614,0.89,1.946,-0.00466,-0.12,0.12,-0.00466,-0.12,0.12,1.0,1.0
71774.0,-0.2125,0.5924,-0.3644,17.675,9.081,-11.577,-11.604,1.042,11.134,-2.621,0.89,1.953,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
71781.0,-0.4592,0.754,-0.275,-3.204,16.907,-2.011,-10.975,-0.206,11.314,-2.628,0.89,1.961,-0.12,0.12,-0.11901,-0.12,0.12,-0.11901,1.0,1.0
71789.0,-0.4993,0.4771,0.0348,-4.547,4.24,17.071,-10.288,0.92,9.084,-2.634,0.889,1.967,-0.12,0.08683,0.12,-0.12,0.08683,0.12,1.0,1.0
71797.0,-0.1759,0.362,-0.1766,16.314,-5.332,9.8,-12.148,2.792,8.835,-2.641,0.89,1.972,0.11076,-0.12,0.10214,0.11076,-0.12,0.10214,1.0,1.0
71805.0,-0.1882,0.7496,-0.5417,16.589,8.636,-10.151,-13.875,2.844,10.61,-2.65,0.892,1.979,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
71812.0,-0.4395,0.8762,-0.4137,-3.535,16.117,-5.755,-12.707,2.191,10.421,-2.658,0.893,1.986,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71820.0,-0.4867,0.6056,-0.1029,-5.188,6.017,11.495,-11.938,3.583,8.174,-2.666,0.895,1.991,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71828.0,-0.2185,0.4383,-0.2082,13.614,-5.218,8.367,-13.742,5.368,7.676,-2.674,0.898,1.996,0.05913,-0.12,0.08878,0.05913,-0.12,0.08878,1.0,1.0
71835.0,-0.1909,0.7461,-0.5356,17.858,3.419,-10.433,-14.966,5.494,9.13,-2.684,0.902,2.001,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
71843.0,-0.4493,0.91,-0.4369,-1.015,13.598,-5.334,-13.372,4.4,8.824,-2.693,0.905,2.007,-0.12,0.12,-0.12,-0.12,0.12,-0.12,1.0,1.0
71851.0,-0.4381,0.6236,-0.1691,-3.6,4.532,11.39,-12.628,5.785,6.886,-2.701,0.908,2.011,-0.12,0.12,0.12,-0.12,0.12,0.12,1.0,1.0
71859.0,-0.1727,0.5262,-0.3397,19.865,-7.756,6.24,-14.059,7.466,6.609,-2.71,0.913,2.015,0.12,-0.12,-0.021,0.12,-0.12,-0.021,1.0,1.0
71867.0,-0.183,0.8131,-0.6088,13.477,8.351,-7.496,-15.11,7.401,7.906,-2.719,0.919,2.019,0.07897,0.12,-0.12,0.07897,0.12,-0.12,1.0,1.0
71875.0,-0.3768,0.9115,-0.5108,-5.796,17.04,3.194,-13.722,6.288,7.13,-2.729,0.923,2.024,-0.12,0.12,-0.08014,-0.12,0.12,-0.08014,1.0,1.0
71882.0,-0.294,0.6333,-0.3226,0.846,3.134,16.272,-13.309,7.698,5.354,-2.737,0.928,2.027,-0.12,0.10901,0.12,-0.12,0.10901,0.12,1.0,1.0
71890.0,-0.0036,0.4713,-0.4554,21.937,-6.137,6.037,-14.973,9.623,5.376,-2.746,0.935,2.029,0.12,-0.12,-0.08914,0.12,-0.12,-0.08914,1.0,1.0
71898.0,0.0036,0.6885,-0.6741,17.62,6.802,-8.611,-16.715,9.716,6.761,-2.757,0.942,2.033,0.12,0.12,-0.12,0.12,0.12,-0.12,1.0,1.0
