237285	0.154	0.060	-0.212	-1.75	-2.60	-1.67	-0.002	-0.054	-0.015	-2.427	-0.207	2.702	0.0396	-0.0127	-0.0359	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237293	0.158	0.049	-0.206	-1.79	-2.75	-1.90	0.003	-0.025	-0.008	-2.425	-0.207	2.700	0.0437	-0.0125	-0.0363	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237301	0.158	0.049	-0.206	-2.07	-2.34	-1.83	0.011	-0.034	-0.005	-2.423	-0.206	2.697	0.0361	-0.0043	-0.0355	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	rho_x_lp	rho_y_lp	rho_z_lp	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale	trim_x_deg	trim_y_deg	trim_z_deg	trim_com_mm	trim_enabled
237311	0.155	0.046	-0.200	-2.53	-2.36	-2.28	0.012	-0.007	0.007	-2.421	-0.206	2.695	0.0319	0.0059	-0.0358	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237319	0.161	0.040	-0.200	-2.17	-2.20	-1.86	0.021	0.016	0.021	-2.419	-0.206	2.693	0.0352	0.0047	-0.0316	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237327	0.166	0.036	-0.201	-2.19	-2.24	-2.33	0.029	0.010	0.044	-2.417	-0.206	2.691	0.0412	0.0063	-0.0367	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237335	0.170	0.037	-0.206	-1.97	-1.78	-2.05	0.024	0.037	0.043	-2.416	-0.206	2.689	0.0385	0.0142	-0.0391	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237343	0.172	0.038	-0.209	-2.31	-1.78	-2.13	0.011	0.031	0.047	-2.414	-0.206	2.687	0.0322	0.0172	-0.0376	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237351	0.180	0.039	-0.218	-2.19	-1.49	-2.02	0.004	0.049	0.028	-2.412	-0.205	2.685	0.0312	0.0224	-0.0429	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237359	0.179	0.036	-0.214	-2.32	-1.11	-2.07	0.014	0.025	0.013	-2.410	-0.205	2.682	0.0279	0.0279	-0.0471	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237367	0.178	0.037	-0.214	-2.16	-1.20	-1.81	0.000	0.019	0.015	-2.408	-0.205	2.680	0.0266	0.0223	-0.0430	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237375	0.178	0.038	-0.214	-1.89	-1.19	-1.88	-0.007	0.012	-0.013	-2.406	-0.205	2.678	0.0308	0.0200	-0.0511	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237383	0.174	0.042	-0.215	-2.18	-1.30	-1.91	-0.013	0.003	-0.028	-2.404	-0.205	2.676	0.0255	0.0202	-0.0500	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237391	0.172	0.040	-0.211	-1.88	-1.46	-1.73	-0.016	-0.022	-0.020	-2.402	-0.205	2.674	0.0296	0.0088	-0.0462	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237399	0.164	0.047	-0.210	-2.20	-1.48	-1.92	-0.015	-0.029	-0.043	-2.400	-0.204	2.672	0.0248	0.0134	-0.0486	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237407	0.157	0.050	-0.207	-2.29	-1.53	-1.88	-0.015	-0.022	-0.036	-2.398	-0.204	2.670	0.0219	0.0145	-0.0455	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237415	0.160	0.049	-0.207	-2.27	-1.38	-2.16	-0.003	-0.036	-0.035	-2.396	-0.204	2.667	0.0258	0.0174	-0.0517	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237423	0.164	0.046	-0.208	-2.46	-1.62	-2.15	-0.002	-0.051	-0.030	-2.394	-0.204	2.665	0.0255	0.0125	-0.0473	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237431	0.164	0.050	-0.213	-2.62	-1.69	-2.55	0.003	-0.023	-0.025	-2.392	-0.204	2.663	0.0278	0.0198	-0.0528	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237439	0.162	0.056	-0.217	-2.70	-1.63	-2.32	-0.017	-0.010	-0.021	-2.391	-0.204	2.661	0.0202	0.0230	-0.0489	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237447	0.162	0.057	-0.217	-2.45	-1.81	-2.08	0.008	-0.001	-0.017	-2.389	-0.204	2.659	0.0277	0.0168	-0.0452	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237455	0.160	0.065	-0.223	-2.69	-1.56	-2.51	0.007	0.012	0.002	-2.387	-0.203	2.657	0.0247	0.0308	-0.0509	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237463	0.162	0.068	-0.228	-2.58	-1.58	-2.28	0.003	0.014	0.004	-2.385	-0.203	2.655	0.0243	0.0285	-0.0483	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237471	0.156	0.073	-0.228	-2.46	-1.51	-1.95	0.003	0.033	0.005	-2.383	-0.203	2.652	0.0215	0.0296	-0.0444	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237479	0.151	0.078	-0.227	-2.17	-1.64	-1.99	-0.007	0.024	0.018	-2.381	-0.203	2.650	0.0253	0.0250	-0.0443	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237487	0.148	0.081	-0.227	-2.35	-1.32	-1.93	-0.001	0.037	0.009	-2.379	-0.203	2.648	0.0191	0.0341	-0.0457	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237494	0.144	0.084	-0.226	-2.29	-1.77	-1.95	-0.017	0.014	0.022	-2.377	-0.202	2.646	0.0210	0.0232	-0.0405	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237502	0.145	0.081	-0.223	-2.36	-1.97	-1.89	-0.018	0.015	0.028	-2.375	-0.202	2.644	0.0209	0.0190	-0.0358	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237510	0.143	0.083	-0.224	-2.20	-2.02	-2.12	-0.017	-0.011	0.019	-2.373	-0.202	2.642	0.0261	0.0150	-0.0419	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237518	0.141	0.084	-0.223	-2.07	-1.69	-2.04	-0.019	-0.022	0.020	-2.372	-0.202	2.640	0.0243	0.0180	-0.0442	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237526	0.140	0.086	-0.224	-2.28	-2.05	-1.80	-0.032	-0.036	0.023	-2.370	-0.202	2.638	0.0198	0.0098	-0.0347	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237534	0.140	0.084	-0.222	-2.35	-2.16	-1.83	-0.007	-0.038	-0.002	-2.368	-0.202	2.636	0.0233	0.0081	-0.0369	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237542	0.141	0.082	-0.221	-2.32	-2.00	-1.49	-0.007	-0.034	0.001	-2.366	-0.202	2.634	0.0195	0.0080	-0.0323	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237550	0.141	0.083	-0.222	-2.10	-2.29	-1.95	0.010	-0.018	0.009	-2.364	-0.201	2.631	0.0326	0.0070	-0.0388	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237558	0.141	0.088	-0.226	-2.44	-2.24	-2.08	0.023	-0.006	-0.008	-2.362	-0.201	2.629	0.0293	0.0146	-0.0421	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
237566	0.138	0.079	-0.215	-2.50	-2.29	-1.86	0.034	0.016	-0.011	-2.360	-0.201	2.627	0.0273	0.0141	-0.0358	0.0000	0.0000	0.0000	0	1.00	0.5435	0.2370	-0.7744	2.332	1
