t_ms,phi_x_deg,phi_y_deg,phi_z_deg,om_x_dps,om_y_dps,om_z_dps,rho_x,rho_y,rho_z,rho_x_lp,rho_y_lp,rho_z_lp,tau_x,tau_y,tau_z,tau_cmd_x,tau_cmd_y,tau_cmd_z,armed,gain_scale
201255.0,0.0596,1.441,-1.463,-0.151,-0.165,0.192,-0.021,-0.028,-0.02,0.125,12.801,-14.9,0.0096,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201263.0,0.0586,1.4391,-1.4601,-0.321,-0.186,0.171,-0.01,-0.018,-0.018,0.125,12.79,-14.889,0.00836,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201271.0,0.0557,1.4374,-1.4556,-0.485,-0.138,0.393,0.004,-0.003,-0.009,0.125,12.78,-14.877,0.0046,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201278.0,0.0548,1.4334,-1.4508,-0.62,-0.167,0.451,0.014,0.003,-0.001,0.125,12.77,-14.865,0.00335,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201286.0,0.0522,1.433,-1.4478,-0.535,-0.199,0.504,0.005,0.038,-0.01,0.125,12.76,-14.853,0.0025,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201294.0,0.0526,1.4316,-1.4468,-0.634,-0.02,0.424,0.011,0.044,-0.007,0.124,12.75,-14.841,0.00104,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201302.0,0.0485,1.4329,-1.444,-0.499,-0.035,0.409,0.01,0.022,0.005,0.124,12.739,-14.829,0.00261,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201310.0,0.0411,1.4365,-1.4401,-0.678,0.29,0.475,0.012,0.053,0.005,0.124,12.729,-14.817,-0.00524,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201317.0,0.0348,1.4353,-1.4326,-0.417,0.476,0.662,0.002,0.013,0.013,0.124,12.719,-14.805,-0.00679,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201325.0,0.0241,1.4368,-1.4234,-0.517,0.526,0.712,0.006,0.018,0.007,0.124,12.709,-14.794,-0.01085,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201333.0,0.0172,1.436,-1.4157,-0.361,0.52,0.88,-0.003,0.017,-0.001,0.124,12.699,-14.782,-0.01256,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201341.0,0.0098,1.4382,-1.4105,-0.177,0.567,0.754,-0.003,0.001,0.003,0.124,12.689,-14.77,-0.01007,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201348.0,0.0087,1.4352,-1.4064,-0.118,0.369,0.471,-0.002,-0.009,0.004,0.124,12.678,-14.758,-0.00484,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201356.0,0.0039,1.4355,-1.4019,-0.359,0.493,0.164,-0.01,-0.016,-0.009,0.124,12.668,-14.746,-0.00932,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201364.0,0.0007,1.4358,-1.3991,-0.096,0.308,-0.02,-0.011,-0.036,0.0,0.124,12.658,-14.735,-0.00228,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201372.0,-0.0051,1.4381,-1.3954,-0.243,-0.031,-0.273,0.003,-0.012,-0.005,0.123,12.648,-14.723,0.00121,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201380.0,-0.0089,1.4378,-1.3914,-0.08,-0.21,-0.364,0.001,-0.013,-0.008,0.123,12.638,-14.711,0.0054,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201387.0,-0.0145,1.4392,-1.3871,-0.371,-0.319,-0.387,0.011,-0.023,0.006,0.123,12.628,-14.699,0.002,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201395.0,-0.0186,1.4424,-1.3861,-0.222,-0.307,-0.547,0.023,-0.006,0.016,0.123,12.618,-14.688,0.00656,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201403.0,-0.0244,1.4474,-1.3852,-0.202,-0.168,-0.495,0.021,0.004,0.008,0.123,12.608,-14.676,0.00377,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201410.0,-0.026,1.4511,-1.3872,-0.372,-0.274,-0.429,0.042,0.008,0.02,0.123,12.598,-14.664,0.00307,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201418.0,-0.0253,1.4554,-1.3921,0.138,-0.082,-0.497,0.02,0.021,0.01,0.123,12.587,-14.652,0.00836,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201426.0,-0.0246,1.4558,-1.3932,0.443,-0.076,-0.491,0.018,0.014,-0.002,0.123,12.577,-14.641,0.01347,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201434.0,-0.0239,1.4575,-1.3956,0.527,-0.109,-0.437,-0.014,0.03,-0.005,0.123,12.567,-14.629,0.00974,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201441.0,-0.0213,1.4567,-1.3974,0.633,0.083,-0.418,-0.026,0.01,-0.026,0.123,12.557,-14.617,0.00887,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201449.0,-0.0169,1.4541,-1.3993,0.847,-0.12,-0.534,-0.032,0.028,-0.026,0.123,12.547,-14.606,0.01548,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201457.0,-0.0121,1.4548,-1.4046,0.917,-0.006,-0.507,-0.05,0.003,-0.037,0.122,12.537,-14.594,0.01507,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201465.0,-0.0058,1.4535,-1.4098,0.897,-0.058,-0.645,-0.039,0.008,-0.029,0.122,12.527,-14.582,0.01852,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201472.0,0.0031,1.4512,-1.4163,0.741,-0.183,-0.683,-0.026,-0.006,-0.019,0.122,12.517,-14.571,0.02053,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201480.0,0.0117,1.4477,-1.4216,0.621,-0.315,-0.643,-0.008,0.01,-0.015,0.122,12.507,-14.559,0.02345,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201488.0,0.0211,1.443,-1.4264,0.502,-0.318,-0.731,-0.016,0.015,0.009,0.122,12.497,-14.547,0.02283,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201496.0,0.0255,1.4437,-1.4315,0.317,-0.364,-0.606,-0.002,0.004,0.009,0.122,12.487,-14.536,0.02203,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201504.0,0.0373,1.4412,-1.4409,0.069,-0.24,-0.482,0.02,0.011,0.012,0.122,12.477,-14.524,0.02135,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201511.0,0.0418,1.4418,-1.446,-0.236,-0.246,-0.489,0.026,-0.004,0.009,0.122,12.467,-14.512,0.01814,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201519.0,0.054,1.4392,-1.4556,0.156,-0.23,-0.473,0.025,-0.023,0.005,0.122,12.457,-14.501,0.02704,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201527.0,0.0587,1.4388,-1.4599,-0.099,-0.175,-0.591,0.022,-0.018,0.016,0.121,12.447,-14.489,0.02376,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201534.0,0.0663,1.4362,-1.4651,0.171,-0.29,-0.534,0.007,-0.01,0.022,0.121,12.437,-14.478,0.02807,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201542.0,0.0726,1.4351,-1.4702,0.087,-0.473,-0.372,0.004,-0.024,0.002,0.121,12.427,-14.466,0.02772,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201550.0,0.0766,1.4322,-1.4714,-0.021,-0.165,-0.15,0.0,0.01,0.007,0.121,12.418,-14.454,0.02123,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201558.0,0.0776,1.4305,-1.4707,-0.177,-0.203,-0.274,-0.005,-0.006,0.002,0.121,12.408,-14.443,0.01961,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201565.0,0.0763,1.4331,-1.472,-0.235,0.082,-0.076,-0.018,0.017,-0.004,0.121,12.398,-14.431,0.01195,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201573.0,0.0758,1.4366,-1.4749,-0.399,0.131,0.144,-0.02,0.008,-0.006,0.121,12.388,-14.42,0.00645,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201581.0,0.0768,1.4414,-1.4806,-0.314,0.184,0.111,-0.016,0.01,-0.01,0.121,12.378,-14.408,0.0085,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201589.0,0.0753,1.4457,-1.4832,-0.683,0.307,0.146,-0.009,0.005,-0.0,0.121,12.368,-14.397,0.00161,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201597.0,0.072,1.4488,-1.483,-0.577,0.326,0.338,-0.004,0.01,-0.004,0.121,12.358,-14.385,0.00157,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201604.0,0.0694,1.4497,-1.4812,-0.407,0.476,0.229,-0.002,-0.003,0.007,0.12,12.348,-14.374,0.00395,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201612.0,0.0673,1.4464,-1.4759,-0.336,0.46,0.386,0.004,0.003,0.007,0.12,12.338,-14.362,0.00437,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201620.0,0.0651,1.4436,-1.471,-0.301,0.279,0.637,0.014,0.012,-0.004,0.12,12.328,-14.351,0.00541,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201628.0,0.0597,1.4404,-1.4626,-0.371,0.165,0.611,0.013,-0.009,-0.001,0.12,12.319,-14.339,0.00419,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201635.0,0.0526,1.4437,-1.4586,-0.386,0.354,0.542,0.005,-0.014,-0.006,0.12,12.309,-14.328,0.00042,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201643.0,0.0461,1.4456,-1.454,-0.372,0.294,0.482,0.018,-0.017,-0.01,0.12,12.299,-14.316,0.00233,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201651.0,0.0423,1.449,-1.4535,-0.393,0.372,0.214,0.02,-0.021,-0.007,0.12,12.289,-14.305,0.00323,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201658.0,0.0359,1.4513,-1.4494,-0.335,0.174,-0.07,0.016,-0.012,-0.006,0.12,12.279,-14.294,0.00656,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201666.0,0.0312,1.4513,-1.4445,-0.157,-0.064,-0.221,0.013,0.004,-0.004,0.12,12.269,-14.282,0.01147,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201674.0,0.0249,1.4552,-1.4421,-0.257,-0.23,0.045,-0.009,-0.012,0.0,0.12,12.26,-14.271,0.00412,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201682.0,0.0191,1.4584,-1.4394,-0.293,-0.006,-0.249,-0.022,-0.001,0.009,0.12,12.25,-14.259,0.00105,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201689.0,0.0131,1.4603,-1.4353,-0.038,-0.018,-0.174,-0.024,0.012,0.009,0.119,12.24,-14.248,0.00323,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201697.0,0.0055,1.4657,-1.4329,-0.359,0.08,-0.163,-0.032,0.018,0.019,0.119,12.23,-14.236,-0.00577,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201705.0,0.0023,1.4677,-1.4317,-0.224,-0.236,0.125,-0.033,0.023,0.009,0.119,12.22,-14.225,-0.00406,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201713.0,-0.0001,1.4664,-1.428,-0.054,-0.043,-0.027,-0.025,0.018,0.004,0.119,12.211,-14.214,-0.00097,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201721.0,-0.0027,1.4671,-1.4261,0.236,0.109,-0.047,-0.024,0.005,-0.016,0.119,12.201,-14.202,0.00267,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201729.0,-0.0006,1.468,-1.429,0.4,0.061,-0.268,-0.005,0.002,-0.007,0.119,12.191,-14.191,0.01106,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201736.0,0.0037,1.4681,-1.4334,0.606,0.462,-0.557,0.004,-0.004,-0.012,0.119,12.181,-14.18,0.01612,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201744.0,0.009,1.4658,-1.4366,0.579,0.081,-0.679,0.022,-0.008,-0.015,0.119,12.172,-14.168,0.0239,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201752.0,0.014,1.4639,-1.4397,0.523,-0.007,-0.852,0.031,-0.0,-0.002,0.119,12.162,-14.157,0.02731,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201759.0,0.0176,1.4578,-1.4373,0.274,-0.272,-0.338,0.045,0.004,-0.008,0.119,12.152,-14.146,0.0227,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201767.0,0.0212,1.4545,-1.4377,0.359,-0.52,-0.069,0.05,-0.004,0.003,0.119,12.143,-14.134,0.02485,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201775.0,0.027,1.4525,-1.4416,0.289,-0.461,-0.269,0.055,-0.021,0.006,0.118,12.133,-14.123,0.02657,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201782.0,0.0304,1.4516,-1.4441,0.069,-0.457,-0.265,0.045,0.001,0.004,0.118,12.123,-14.112,0.02263,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201790.0,0.0343,1.4503,-1.4467,0.098,-0.534,-0.429,0.024,0.005,0.007,0.118,12.113,-14.101,0.02391,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201798.0,0.0386,1.45,-1.4507,0.204,-0.385,-0.367,0.017,0.016,0.006,0.118,12.104,-14.089,0.02377,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201806.0,0.0471,1.4494,-1.4587,0.211,-0.143,-0.298,-0.013,0.015,0.019,0.118,12.094,-14.078,0.01812,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201813.0,0.0491,1.4511,-1.4623,0.117,0.364,-0.395,-0.029,0.002,0.018,0.118,12.084,-14.067,0.01148,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201821.0,0.0501,1.4531,-1.4653,-0.053,0.344,-0.416,-0.046,0.003,0.018,0.118,12.075,-14.055,0.00744,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201829.0,0.0516,1.4548,-1.4683,-0.096,0.395,-0.106,-0.037,0.017,-0.001,0.118,12.065,-14.044,0.00463,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201837.0,0.0499,1.4582,-1.47,-0.16,0.566,-0.107,-0.047,-0.001,0.003,0.118,12.055,-14.033,0.00094,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201844.0,0.0571,1.4539,-1.473,-0.35,0.276,-0.051,-0.048,0.001,-0.005,0.118,12.046,-14.022,0.00115,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201852.0,0.0619,1.4478,-1.4719,-0.27,0.001,-0.067,-0.021,-0.002,-0.013,0.117,12.036,-14.011,0.00878,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201860.0,0.0677,1.443,-1.4731,-0.56,-0.196,-0.004,-0.014,-0.003,-0.002,0.117,12.027,-13.999,0.00706,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201868.0,0.0688,1.4429,-1.474,-0.396,-0.287,-0.182,0.007,0.024,-0.006,0.117,12.017,-13.988,0.01575,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201876.0,0.0678,1.4425,-1.4726,-0.41,-0.314,-0.035,0.018,0.013,0.006,0.117,12.007,-13.977,0.01585,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201883.0,0.0639,1.4464,-1.4725,-0.639,-0.136,0.227,0.05,0.002,0.009,0.117,11.998,-13.966,0.0106,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201891.0,0.0575,1.4528,-1.4723,-0.675,-0.084,0.106,0.047,-0.006,0.001,0.117,11.988,-13.955,0.00918,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201899.0,0.0506,1.4634,-1.4757,-0.634,0.194,0.209,0.047,-0.014,0.007,0.117,11.979,-13.943,0.00519,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201906.0,0.0456,1.4698,-1.477,-0.698,0.236,0.337,0.035,-0.026,-0.011,0.117,11.969,-13.932,0.00072,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201914.0,0.039,1.4729,-1.4734,-0.487,0.448,0.549,0.006,-0.014,-0.0,0.117,11.959,-13.921,-0.0048,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201922.0,0.0314,1.4767,-1.4695,-0.572,0.438,0.538,-0.008,-0.016,-0.007,0.117,11.95,-13.91,-0.00992,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201930.0,0.0265,1.4808,-1.4686,-0.458,0.457,0.299,-0.01,-0.034,-0.01,0.117,11.94,-13.899,-0.00712,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201938.0,0.024,1.4808,-1.4662,-0.358,0.278,0.378,-0.023,-0.036,-0.005,0.117,11.931,-13.888,-0.00698,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201946.0,0.0184,1.4826,-1.4623,-0.294,0.236,0.251,-0.036,-0.002,0.009,0.116,11.921,-13.877,-0.00726,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201953.0,0.0152,1.484,-1.4605,-0.306,-0.248,0.112,-0.026,0.003,0.009,0.116,11.912,-13.866,-0.0017,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201961.0,0.0119,1.4841,-1.4572,-0.342,-0.196,-0.009,-0.028,0.019,-0.001,0.116,11.902,-13.855,-0.00253,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201969.0,0.0095,1.4848,-1.4555,-0.782,-0.145,-0.044,-0.004,0.027,0.019,0.116,11.893,-13.843,-0.00746,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201976.0,0.0071,1.4848,-1.4531,-0.618,-0.323,-0.136,-0.013,0.018,0.008,0.116,11.883,-13.832,-0.00398,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201984.0,0.0057,1.4867,-1.4536,-0.362,-0.205,-0.191,0.005,0.027,0.014,0.116,11.874,-13.821,0.00221,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
201992.0,0.0035,1.4883,-1.453,-0.512,-0.087,-0.16,0.018,0.013,-0.014,0.116,11.864,-13.81,0.00021,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
202000.0,0.0013,1.4884,-1.4508,-0.392,0.088,-0.243,0.022,-0.001,-0.013,0.116,11.855,-13.799,0.00169,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
202008.0,-0.0007,1.49,-1.4504,-0.037,-0.147,-0.046,0.004,0.005,-0.018,0.116,11.845,-13.788,0.00494,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
202015.0,-0.0029,1.4913,-1.4495,-0.052,0.043,-0.115,0.007,-0.013,-0.018,0.116,11.836,-13.777,0.0037,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
202023.0,-0.0062,1.4906,-1.4454,0.232,-0.133,-0.118,0.011,-0.016,-0.024,0.115,11.826,-13.766,0.01013,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
202031.0,-0.0106,1.4903,-1.4408,0.061,-0.067,-0.224,-0.01,-0.022,-0.027,0.115,11.817,-13.755,0.00343,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
202038.0,-0.0102,1.4871,-1.4381,0.181,0.107,-0.308,-0.024,-0.016,-0.011,0.115,11.807,-13.744,0.0027,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
202046.0,-0.0114,1.4864,-1.4362,0.131,-0.04,-0.11,-0.014,-0.022,0.008,0.115,11.798,-13.733,0.00241,0.12,-0.12,0.0,0.0,0.0,0.0,1.0
