t_ms,phi_x_deg,phi_y_deg,phi_z_deg,om_x_dps,om_y_dps,om_z_dps,rho_x,rho_y,rho_z,rho_x_lp,rho_y_lp,rho_z_lp,tau_x,tau_y,tau_z,tau_cmd_x,tau_cmd_y,tau_cmd_z,armed,gain_scale
24648.0,-1.4192,0.9526,0.4917,-1.705,-1.301,-2.414,0.02,-0.005,0.011,-0.0,-0.0,-0.0,-0.12,0.12,0.09074,0.0,0.0,0.0,0.0,1.0
24656.0,-1.3942,0.9374,0.4816,-2.051,-1.086,-2.284,0.007,0.003,0.018,-0.0,-0.0,-0.0,-0.12,0.12,0.0932,0.0,0.0,0.0,0.0,1.0
24664.0,-1.373,0.9233,0.4741,-2.203,-1.082,-2.451,0.012,-0.008,0.032,-0.0,-0.0,-0.0,-0.12,0.12,0.09197,0.0,0.0,0.0,0.0,1.0
24671.0,-1.353,0.9115,0.4656,-2.18,-0.903,-2.443,0.003,-0.022,0.018,-0.0,-0.0,-0.0,-0.12,0.12,0.0869,0.0,0.0,0.0,0.0,1.0
24679.0,-1.3369,0.9034,0.4574,-2.468,-0.928,-2.553,-0.01,-0.001,0.031,-0.0,-0.0,-0.0,-0.12,0.12,0.08778,0.0,0.0,0.0,0.0,1.0
24687.0,-1.3222,0.8971,0.4488,-2.715,-0.633,-2.601,0.005,0.003,0.018,-0.0,-0.0,-0.0,-0.12,0.12,0.08313,0.0,0.0,0.0,0.0,1.0
24694.0,-1.3129,0.8946,0.442,-2.991,-0.519,-2.228,0.007,-0.009,0.008,-0.0,-0.0,-0.0,-0.12,0.12,0.08821,0.0,0.0,0.0,0.0,1.0
24702.0,-1.3103,0.894,0.44,-3.247,-0.094,-1.974,-0.007,-0.003,-0.006,-0.0,-0.0,-0.0,-0.12,0.12,0.08862,0.0,0.0,0.0,0.0,1.0
24710.0,-1.3086,0.893,0.4392,-3.529,-0.092,-1.798,0.002,0.008,-0.017,-0.0,-0.0,-0.0,-0.12,0.12,0.09225,0.0,0.0,0.0,0.0,1.0
24717.0,-1.3104,0.893,0.441,-3.742,-0.107,-1.466,-0.004,-0.013,-0.023,-0.0,-0.0,-0.0,-0.12,0.12,0.09975,0.0,0.0,0.0,0.0,1.0
24725.0,-1.3108,0.8906,0.4437,-3.684,0.022,-1.335,-0.017,-0.006,-0.018,-0.0,-0.0,-0.0,-0.12,0.12,0.10156,0.0,0.0,0.0,0.0,1.0
24733.0,-1.309,0.8907,0.4419,-3.597,0.074,-1.369,-0.031,-0.0,-0.016,-0.0,-0.0,-0.0,-0.12,0.12,0.09981,0.0,0.0,0.0,0.0,1.0
24741.0,-1.3135,0.8896,0.4474,-3.525,0.186,-1.341,-0.022,-0.029,-0.012,-0.0,-0.0,-0.0,-0.12,0.12,0.10048,0.0,0.0,0.0,0.0,1.0
24749.0,-1.3202,0.8894,0.4543,-3.8,0.058,-1.467,-0.016,-0.01,-0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.10269,0.0,0.0,0.0,0.0,1.0
24757.0,-1.3306,0.89,0.4641,-3.998,0.199,-1.41,-0.014,-0.026,-0.013,-0.0,-0.0,-0.0,-0.12,0.12,0.10669,0.0,0.0,0.0,0.0,1.0
24764.0,-1.3432,0.8899,0.4768,-4.197,0.081,-1.093,0.013,-0.003,-0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.11897,0.0,0.0,0.0,0.0,1.0
24772.0,-1.3575,0.8933,0.4878,-4.176,0.218,-1.04,0.008,-0.002,0.007,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24780.0,-1.3734,0.8998,0.4974,-4.105,0.417,-1.099,0.02,0.041,0.012,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24787.0,-1.3876,0.9078,0.5038,-4.239,0.388,-1.041,0.017,0.056,0.028,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24795.0,-1.3978,0.9168,0.5052,-3.968,0.271,-0.984,0.018,0.058,0.017,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24802.0,-1.4111,0.9277,0.5079,-3.812,0.524,-1.076,0.0,0.032,0.017,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24810.0,-1.4257,0.9402,0.5104,-3.627,0.657,-1.288,-0.013,0.011,0.016,-0.0,-0.0,-0.0,-0.12,0.12,0.11543,0.0,0.0,0.0,0.0,1.0
24818.0,-1.4406,0.9502,0.5155,-3.527,0.563,-1.295,-0.03,-0.011,0.0,-0.0,-0.0,-0.0,-0.12,0.12,0.1141,0.0,0.0,0.0,0.0,1.0
24826.0,-1.4563,0.9569,0.5247,-3.216,0.81,-1.218,-0.029,-0.026,-0.008,-0.0,-0.0,-0.0,-0.12,0.12,0.11111,0.0,0.0,0.0,0.0,1.0
24834.0,-1.4714,0.959,0.5378,-3.139,0.905,-0.862,-0.031,-0.005,-0.009,-0.0,-0.0,-0.0,-0.12,0.12,0.11812,0.0,0.0,0.0,0.0,1.0
24842.0,-1.4851,0.9627,0.5478,-3.379,0.726,-0.865,-0.037,-0.019,-0.008,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24849.0,-1.5013,0.9642,0.5626,-3.543,0.644,-0.513,-0.019,-0.024,-0.021,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24857.0,-1.5141,0.9665,0.5731,-3.379,0.637,-0.777,0.008,-0.019,-0.009,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24865.0,-1.5236,0.9678,0.5814,-3.137,0.554,-0.513,0.027,-0.009,-0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24872.0,-1.5284,0.9718,0.5822,-3.341,0.799,-0.871,0.04,-0.036,0.02,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24880.0,-1.5328,0.9761,0.5825,-3.205,0.783,-0.886,0.046,0.012,0.011,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24888.0,-1.5362,0.9796,0.5825,-3.147,1.084,-0.928,0.035,0.011,0.017,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
24896.0,-1.5399,0.9849,0.581,-3.175,1.592,-1.196,0.042,-0.027,0.019,-0.0,-0.0,-0.0,-0.12,0.12,0.11995,0.0,0.0,0.0,0.0,1.0
24904.0,-1.5454,0.9923,0.5793,-2.848,1.562,-0.966,0.017,0.01,0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.11823,0.0,0.0,0.0,0.0,1.0
24911.0,-1.5497,0.9957,0.5803,-2.796,1.881,-1.335,0.013,0.008,0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.10882,0.0,0.0,0.0,0.0,1.0
24919.0,-1.5583,1.0021,0.5827,-2.576,1.918,-1.382,-0.002,0.034,0.013,-0.0,-0.0,-0.0,-0.12,0.12,0.10797,0.0,0.0,0.0,0.0,1.0
24927.0,-1.5739,1.0062,0.5943,-2.499,2.142,-1.154,-0.021,0.044,-0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.10949,0.0,0.0,0.0,0.0,1.0
24934.0,-1.5881,1.0122,0.6027,-2.238,2.413,-1.052,-0.037,0.037,-0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.10832,0.0,0.0,0.0,0.0,1.0
24942.0,-1.6033,1.0234,0.6069,-2.217,2.593,-1.042,-0.039,0.016,-0.011,-0.0,-0.0,-0.0,-0.12,0.12,0.10633,0.0,0.0,0.0,0.0,1.0
24950.0,-1.6211,1.0355,0.613,-2.176,2.696,-0.763,-0.054,0.006,-0.0,-0.0,-0.0,-0.0,-0.12,0.12,0.11296,0.0,0.0,0.0,0.0,1.0
24958.0,-1.6391,1.0491,0.6178,-1.936,2.916,-0.8,-0.044,0.005,0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.10974,0.0,0.0,0.0,0.0,1.0
24966.0,-1.65,1.0657,0.6124,-1.587,2.741,-0.975,-0.032,0.018,-0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.10309,0.0,0.0,0.0,0.0,1.0
24974.0,-1.6576,1.0827,0.6036,-1.047,2.466,-0.817,-0.043,-0.023,0.004,-0.0,-0.0,-0.0,-0.12,0.12,0.10272,0.0,0.0,0.0,0.0,1.0
24981.0,-1.6615,1.0983,0.5922,-0.706,2.464,-0.733,-0.031,-0.014,0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.09818,0.0,0.0,0.0,0.0,1.0
24989.0,-1.6661,1.1161,0.5796,-0.372,2.307,-0.805,-0.018,-0.013,-0.008,-0.0,-0.0,-0.0,-0.12,0.12,0.0911,0.0,0.0,0.0,0.0,1.0
24997.0,-1.6718,1.1346,0.5672,-0.187,2.096,-0.672,-0.004,-0.033,-0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.08997,0.0,0.0,0.0,0.0,1.0
25004.0,-1.6773,1.1559,0.5519,0.118,1.973,-0.538,0.018,-0.043,-0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.08734,0.0,0.0,0.0,0.0,1.0
25012.0,-1.6787,1.1734,0.5363,0.083,1.766,-0.401,0.023,-0.021,-0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.09049,0.0,0.0,0.0,0.0,1.0
25020.0,-1.6798,1.1889,0.5223,0.233,1.52,-0.304,0.03,-0.026,0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.09039,0.0,0.0,0.0,0.0,1.0
25028.0,-1.678,1.1997,0.51,0.559,1.492,-0.074,0.031,0.012,0.006,-0.0,-0.0,-0.0,-0.12,0.12,0.08972,0.0,0.0,0.0,0.0,1.0
25036.0,-1.6762,1.2101,0.498,0.665,1.599,0.031,0.042,0.008,0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.08629,0.0,0.0,0.0,0.0,1.0
25044.0,-1.6704,1.2131,0.4893,0.78,1.402,0.007,0.04,-0.014,0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.08515,0.0,0.0,0.0,0.0,1.0
25051.0,-1.6616,1.2122,0.4815,1.021,1.32,0.27,0.02,0.028,-0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.08549,0.0,0.0,0.0,0.0,1.0
25059.0,-1.6493,1.2027,0.4784,1.137,0.777,0.592,0.017,0.033,0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.09471,0.0,0.0,0.0,0.0,1.0
25067.0,-1.6363,1.1922,0.4756,1.335,0.832,1.079,0.005,-0.004,-0.013,-0.0,-0.0,-0.0,-0.12,0.12,0.09801,0.0,0.0,0.0,0.0,1.0
25074.0,-1.6217,1.1807,0.4722,1.586,0.879,0.781,-0.022,0.016,-0.022,-0.0,-0.0,-0.0,-0.12,0.12,0.08831,0.0,0.0,0.0,0.0,1.0
25082.0,-1.6058,1.1651,0.4715,1.863,0.874,1.037,-0.026,-0.005,0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.09397,0.0,0.0,0.0,0.0,1.0
25090.0,-1.5931,1.1497,0.4737,1.92,0.83,1.341,-0.028,-0.044,0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.09946,0.0,0.0,0.0,0.0,1.0
25098.0,-1.5815,1.134,0.4775,1.722,1.144,1.225,-0.032,-0.045,-0.009,-0.0,-0.0,-0.0,-0.12,0.12,0.09575,0.0,0.0,0.0,0.0,1.0
25105.0,-1.5693,1.1144,0.4843,1.752,0.72,1.408,-0.026,-0.021,-0.01,-0.0,-0.0,-0.0,-0.12,0.12,0.10325,0.0,0.0,0.0,0.0,1.0
25113.0,-1.5584,1.0967,0.4906,1.774,0.813,1.504,-0.016,-0.026,-0.012,-0.0,-0.0,-0.0,-0.12,0.12,0.10482,0.0,0.0,0.0,0.0,1.0
25121.0,-1.5477,1.0811,0.4952,1.513,0.625,1.318,-0.017,-0.016,0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.10868,0.0,0.0,0.0,0.0,1.0
25128.0,-1.5363,1.0647,0.4998,1.5,0.597,1.465,0.004,-0.007,0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.11248,0.0,0.0,0.0,0.0,1.0
25136.0,-1.5309,1.0543,0.5045,1.558,0.701,0.88,0.023,0.019,0.007,-0.0,-0.0,-0.0,-0.12,0.12,0.10237,0.0,0.0,0.0,0.0,1.0
25144.0,-1.52,1.039,0.5084,1.254,0.564,1.004,0.026,0.028,0.02,-0.0,-0.0,-0.0,-0.12,0.12,0.11096,0.0,0.0,0.0,0.0,1.0
25151.0,-1.5082,1.0257,0.5096,1.015,0.601,0.783,0.035,0.013,0.026,-0.0,-0.0,-0.0,-0.12,0.12,0.11015,0.0,0.0,0.0,0.0,1.0
25159.0,-1.4962,1.0142,0.5088,0.952,0.771,0.782,0.046,0.025,0.023,-0.0,-0.0,-0.0,-0.12,0.12,0.10857,0.0,0.0,0.0,0.0,1.0
25167.0,-1.4827,1.0017,0.5075,1.038,0.823,0.749,0.04,0.033,0.012,-0.0,-0.0,-0.0,-0.12,0.12,0.10479,0.0,0.0,0.0,0.0,1.0
25174.0,-1.4663,0.9875,0.5049,0.574,0.621,0.463,0.024,0.016,0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.10598,0.0,0.0,0.0,0.0,1.0
25182.0,-1.4473,0.9706,0.5024,0.582,0.947,0.446,0.024,0.015,0.013,-0.0,-0.0,-0.0,-0.12,0.12,0.102,0.0,0.0,0.0,0.0,1.0
25189.0,-1.4283,0.9521,0.5014,0.216,1.067,0.482,-0.003,0.017,0.008,-0.0,-0.0,-0.0,-0.12,0.12,0.10407,0.0,0.0,0.0,0.0,1.0
25197.0,-1.4116,0.9337,0.5025,0.177,0.83,0.335,-0.008,0.002,-0.012,-0.0,-0.0,-0.0,-0.12,0.12,0.10115,0.0,0.0,0.0,0.0,1.0
25205.0,-1.3997,0.9217,0.5024,-0.297,0.844,0.265,-0.015,-0.024,-0.029,-0.0,-0.0,-0.0,-0.12,0.12,0.10189,0.0,0.0,0.0,0.0,1.0
25213.0,-1.3887,0.9079,0.5048,-0.614,0.939,0.276,-0.025,-0.021,-0.022,-0.0,-0.0,-0.0,-0.12,0.12,0.10557,0.0,0.0,0.0,0.0,1.0
25220.0,-1.3804,0.8968,0.5073,-0.867,0.776,0.375,-0.024,-0.017,-0.028,-0.0,-0.0,-0.0,-0.12,0.12,0.1107,0.0,0.0,0.0,0.0,1.0
25228.0,-1.3754,0.8889,0.51,-1.297,0.654,0.081,-0.038,0.0,-0.025,-0.0,-0.0,-0.0,-0.12,0.12,0.11155,0.0,0.0,0.0,0.0,1.0
25236.0,-1.3742,0.8829,0.5146,-1.337,0.461,-0.109,-0.014,-0.011,-0.006,-0.0,-0.0,-0.0,-0.12,0.12,0.11394,0.0,0.0,0.0,0.0,1.0
25243.0,-1.3739,0.885,0.5123,-1.718,0.315,-0.428,-0.005,0.025,0.005,-0.0,-0.0,-0.0,-0.12,0.12,0.11421,0.0,0.0,0.0,0.0,1.0
25251.0,-1.3787,0.8921,0.5102,-1.858,0.303,-0.699,-0.004,0.017,0.006,-0.0,-0.0,-0.0,-0.12,0.12,0.11062,0.0,0.0,0.0,0.0,1.0
25259.0,-1.3868,0.8964,0.5141,-2.468,0.334,-0.754,0.016,-0.012,0.025,-0.0,-0.0,-0.0,-0.12,0.12,0.11864,0.0,0.0,0.0,0.0,1.0
25267.0,-1.3936,0.9018,0.5156,-2.559,0.253,-1.006,0.01,0.023,0.019,-0.0,-0.0,-0.0,-0.12,0.12,0.11519,0.0,0.0,0.0,0.0,1.0
25275.0,-1.4025,0.9091,0.5174,-2.778,0.343,-1.088,0.024,0.007,0.03,-0.0,-0.0,-0.0,-0.12,0.12,0.1168,0.0,0.0,0.0,0.0,1.0
25283.0,-1.4082,0.9079,0.5243,-3.124,-0.114,-1.025,0.011,0.002,0.004,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25290.0,-1.413,0.9098,0.5272,-3.094,-0.321,-1.059,0.005,0.024,0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25298.0,-1.4167,0.9087,0.532,-3.219,-0.567,-1.217,0.004,-0.001,0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25306.0,-1.4181,0.9053,0.5368,-3.388,-0.546,-1.281,0.005,-0.003,-0.004,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25313.0,-1.4189,0.9048,0.538,-3.363,-0.822,-1.557,-0.008,-0.004,0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25321.0,-1.4241,0.9042,0.5438,-3.46,-1.102,-1.921,-0.003,-0.017,0.019,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25329.0,-1.424,0.8979,0.5498,-3.04,-1.207,-2.025,-0.011,0.004,0.011,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25337.0,-1.429,0.8955,0.5572,-3.037,-1.45,-2.525,-0.026,-0.017,0.025,-0.0,-0.0,-0.0,-0.12,0.12,0.11801,0.0,0.0,0.0,0.0,1.0
25345.0,-1.4383,0.8944,0.5675,-3.328,-1.517,-2.59,-0.018,0.001,0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25352.0,-1.4448,0.8938,0.5746,-3.29,-2.329,-2.45,-0.006,0.009,0.008,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25360.0,-1.4594,0.8924,0.5906,-3.597,-2.12,-2.67,-0.005,-0.001,-0.004,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25368.0,-1.4717,0.8952,0.6002,-3.554,-2.473,-2.677,0.005,0.022,-0.009,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25376.0,-1.4807,0.899,0.6055,-3.751,-2.399,-3.293,0.015,0.035,-0.011,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25383.0,-1.4843,0.8992,0.6089,-3.743,-2.572,-3.552,0.03,0.045,-0.013,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25391.0,-1.482,0.8942,0.6115,-3.437,-2.567,-3.545,0.028,0.012,-0.006,-0.0,-0.0,-0.0,-0.12,0.12,0.11978,0.0,0.0,0.0,0.0,1.0
25399.0,-1.4744,0.889,0.609,-3.143,-3.089,-3.635,0.016,-0.003,-0.017,-0.0,-0.0,-0.0,-0.12,0.12,0.11804,0.0,0.0,0.0,0.0,1.0
25407.0,-1.4632,0.8828,0.6037,-2.949,-3.216,-4.02,-0.005,-0.002,-0.013,-0.0,-0.0,-0.0,-0.12,0.12,0.11039,0.0,0.0,0.0,0.0,1.0
25414.0,-1.455,0.872,0.606,-3.069,-3.392,-3.935,-0.008,-0.003,-0.015,-0.0,0.0,-0.0,-0.12,0.12,0.11452,0.0,0.0,0.0,0.0,1.0
25422.0,-1.4432,0.8579,0.6081,-2.827,-3.388,-3.757,-0.011,-0.023,-0.016,-0.0,-0.0,-0.0,-0.12,0.12,0.11579,0.0,0.0,0.0,0.0,1.0
25430.0,-1.4335,0.8481,0.6078,-2.961,-3.375,-3.742,-0.018,-0.046,-0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.11734,0.0,0.0,0.0,0.0,1.0
25438.0,-1.4227,0.8416,0.6034,-2.825,-3.304,-3.844,-0.026,-0.055,-0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.11294,0.0,0.0,0.0,0.0,1.0
25445.0,-1.4128,0.8328,0.6021,-2.966,-3.662,-3.769,0.008,-0.039,-0.018,-0.0,-0.0,-0.0,-0.12,0.12,0.11746,0.0,0.0,0.0,0.0,1.0
25453.0,-1.3985,0.8233,0.5971,-2.994,-3.068,-4.123,-0.009,-0.014,-0.007,-0.0,-0.0,-0.0,-0.12,0.12,0.10727,0.0,0.0,0.0,0.0,1.0
25461.0,-1.3858,0.8125,0.5948,-2.978,-3.474,-3.838,-0.01,-0.003,0.01,-0.0,-0.0,-0.0,-0.12,0.12,0.11762,0.0,0.0,0.0,0.0,1.0
25469.0,-1.3682,0.7971,0.5922,-2.551,-3.381,-3.83,0.005,0.002,-0.007,-0.0,-0.0,-0.0,-0.12,0.12,0.10957,0.0,0.0,0.0,0.0,1.0
25476.0,-1.3504,0.7807,0.5904,-2.989,-3.374,-3.821,0.009,0.014,0.007,-0.0,-0.0,-0.0,-0.12,0.12,0.11546,0.0,0.0,0.0,0.0,1.0
25484.0,-1.3339,0.7657,0.5885,-2.902,-3.452,-3.725,0.008,0.003,-0.006,-0.0,-0.0,-0.0,-0.12,0.12,0.11447,0.0,0.0,0.0,0.0,1.0
25492.0,-1.3191,0.7518,0.5872,-2.986,-3.248,-3.95,0.014,-0.001,0.013,-0.0,-0.0,-0.0,-0.12,0.12,0.11244,0.0,0.0,0.0,0.0,1.0
25500.0,-1.3031,0.736,0.5866,-2.659,-3.407,-3.59,0.009,-0.015,0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.11505,0.0,0.0,0.0,0.0,1.0
25507.0,-1.2927,0.7235,0.5884,-2.822,-3.403,-3.325,0.01,0.023,0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25515.0,-1.2836,0.7133,0.5892,-2.78,-3.17,-3.177,0.012,0.032,-0.004,-0.0,-0.0,-0.0,-0.12,0.12,0.12,0.0,0.0,0.0,0.0,1.0
25523.0,-1.2751,0.7002,0.5935,-2.993,-2.84,-3.19,0.007,0.013,-0.008,-0.0,-0.0,-0.0,-0.12,0.12,0.11973,0.0,0.0,0.0,0.0,1.0
25531.0,-1.2663,0.6884,0.5962,-3.206,-2.552,-3.159,0.012,0.009,-0.02,-0.0,-0.0,-0.0,-0.12,0.12,0.11857,0.0,0.0,0.0,0.0,1.0
25539.0,-1.2565,0.6785,0.5961,-2.852,-1.942,-3.065,-0.001,0.005,0.0,-0.0,-0.0,-0.0,-0.12,0.12,0.11483,0.0,0.0,0.0,0.0,1.0
25546.0,-1.2451,0.6698,0.593,-2.481,-2.152,-3.015,0.001,0.015,-0.006,-0.0,-0.0,-0.0,-0.12,0.12,0.11242,0.0,0.0,0.0,0.0,1.0
25554.0,-1.2349,0.6626,0.5899,-2.331,-2.056,-3.262,-0.015,0.009,0.019,-0.0,-0.0,-0.0,-0.12,0.12,0.10931,0.0,0.0,0.0,0.0,1.0
25562.0,-1.2241,0.6523,0.589,-1.977,-1.748,-2.866,-0.019,-0.011,0.01,-0.0,-0.0,-0.0,-0.12,0.12,0.10885,0.0,0.0,0.0,0.0,1.0
25570.0,-1.2161,0.6446,0.5886,-2.07,-1.458,-2.747,-0.025,0.009,0.002,-0.0,-0.0,-0.0,-0.12,0.12,0.10778,0.0,0.0,0.0,0.0,1.0
25577.0,-1.2113,0.637,0.5912,-1.984,-1.708,-2.477,-0.02,0.001,0.015,-0.0,-0.0,-0.0,-0.12,0.12,0.11636,0.0,0.0,0.0,0.0,1.0
25585.0,-1.2047,0.6255,0.5958,-2.027,-1.529,-2.295,-0.027,0.0,-0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.1165,0.0,0.0,0.0,0.0,1.0
25593.0,-1.2016,0.622,0.5961,-1.78,-0.981,-2.35,-0.028,-0.022,-0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.10878,0.0,0.0,0.0,0.0,1.0
25601.0,-1.1946,0.6179,0.5931,-1.424,-1.088,-2.283,-0.006,-0.002,-0.001,-0.0,-0.0,-0.0,-0.12,0.12,0.10695,0.0,0.0,0.0,0.0,1.0
25608.0,-1.1859,0.6144,0.5877,-1.552,-0.66,-2.371,-0.012,0.006,-0.009,-0.0,-0.0,-0.0,-0.12,0.12,0.10067,0.0,0.0,0.0,0.0,1.0
25616.0,-1.1791,0.6129,0.5825,-1.381,-0.381,-2.61,0.001,0.007,0.005,-0.0,-0.0,-0.0,-0.12,0.12,0.09366,0.0,0.0,0.0,0.0,1.0
25624.0,-1.1688,0.6083,0.5767,-1.474,-0.436,-2.145,0.016,-0.013,0.017,-0.0,-0.0,-0.0,-0.12,0.12,0.10355,0.0,0.0,0.0,0.0,1.0
25632.0,-1.1591,0.6013,0.5737,-1.452,-0.386,-2.006,0.038,0.003,-0.003,-0.0,-0.0,-0.0,-0.12,0.12,0.10128,0.0,0.0,0.0,0.0,1.0
25639.0,-1.1487,0.5967,0.5679,-1.388,-0.36,-1.461,0.031,-0.014,-0.014,-0.0,-0.0,-0.0,-0.12,0.12,0.10714,0.0,0.0,0.0,0.0,1.0
25647.0,-1.135,0.5924,0.5583,-1.401,-0.171,-1.532,0.022,0.006,-0.023,-0.0,-0.0,-0.0,-0.12,0.12,0.10112,0.0,0.0,0.0,0.0,1.0
25655.0,-1.1201,0.5893,0.5463,-1.073,-0.244,-1.259,0.03,0.014,-0.021,-0.0,-0.0,-0.0,-0.12,0.12,0.10103,0.0,0.0,0.0,0.0,1.0
