14731	-1.090	-38.042	36.089	-0.63	2.26	-0.41	-0.020	-0.017	-0.044	0.0015	0.0351	-0.0318	0.0000	0.0000	0.0000	0	1.00
14738	-1.097	-38.035	36.077	-0.80	1.98	-0.17	0.001	-0.017	-0.029	-0.0019	0.0272	-0.0272	0.0000	0.0000	0.0000	0	1.00
14746	-1.104	-38.030	36.065	-0.72	1.62	-0.10	-0.001	0.008	-0.018	-0.0025	0.0214	-0.0222	0.0000	0.0000	0.0000	0	1.00
14753	-1.115	-38.026	36.052	-0.70	1.46	0.25	-0.001	-0.003	-0.010	-0.0006	0.0158	-0.0154	0.0000	0.0000	0.0000	0	1.00
14761	-1.120	-38.020	36.041	-0.57	0.95	0.42	0.004	-0.015	0.010	-0.0005	0.0070	-0.0071	0.0000	0.0000	0.0000	0	1.00
14768	-1.128	-38.018	36.032	-0.49	0.35	1.04	0.004	-0.013	0.014	0.0015	-0.0073	0.0081	0.0000	0.0000	0.0000	0	1.00
14776	-1.138	-38.015	36.021	-0.69	-0.00	1.28	0.003	-0.027	0.038	-0.0031	-0.0167	0.0133	0.0000	0.0000	0.0000	0	1.00
14783	-1.147	-38.014	36.012	-0.30	-0.54	1.42	0.009	0.002	0.030	0.0015	-0.0237	0.0236	0.0000	0.0000	0.0000	0	1.00
14791	-1.158	-38.016	36.003	-0.41	-0.73	1.83	0.016	0.010	0.031	0.0012	-0.0313	0.0305	0.0000	0.0000	0.0000	0	1.00
14798	-1.165	-38.015	35.997	-0.33	-1.18	1.99	0.022	-0.030	0.032	0.0006	-0.0392	0.0375	0.0000	0.0000	0.0000	0	1.00
14806	-1.173	-38.018	35.993	-0.45	-1.37	2.40	0.017	-0.016	0.011	0.0003	-0.0468	0.0444	0.0000	0.0000	0.0000	0	1.00
14813	-1.181	-38.023	35.990	-0.42	-1.79	2.58	0.015	-0.000	0.004	-0.0008	-0.0549	0.0511	0.0000	0.0000	0.0000	0	1.00
14821	-1.183	-38.027	35.992	-0.06	-2.19	2.95	0.005	-0.009	-0.011	0.0057	-0.0621	0.0632	0.0000	0.0000	0.0000	0	1.00
14828	-1.186	-38.034	35.997	0.26	-2.59	2.81	-0.004	-0.003	-0.006	0.0078	-0.0647	0.0674	0.0000	0.0000	0.0000	0	1.00
14836	-1.185	-38.042	36.006	0.66	-2.88	2.69	-0.029	-0.008	-0.014	0.0123	-0.0653	0.0716	0.0000	0.0000	0.0000	0	1.00
