started - CORNER STAGE 3: POSITION + RATE (WiFi build, cube held by hand)
all stopped
# mount DCM check: det=1.0000  |row0|=1.0000  |row1|=1.0000  |row2|=1.0000
BMI270 connected!
# calibrating gyro bias -- keep the cube PERFECTLY STILL (~2s)
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6091 runner_up=[-1,-1,+1] dot=0.6020)
# WARNING: best and runner-up corners are close -- verify before arming.
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
# STARTS DISARMED, gGainScale=0.1. Send a1 to arm, a0 to
# disarm, g<0..1> to step gain, m<deg> to widen/narrow kMaxTilt.
# h1 halts (idle + disarm), h0 resumes (still disarmed).
# WiFi build: d<N> sets telemetry decimation (d2 = 250 Hz,
#   d20 = 25 Hz readable), l<0/1phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
29682	1.175	-0.446	-0.741	-2.80	-0.03	-0.10	-0.007	-0.021	0.058	0.0195	-0.0069	-0.0130	0.0000	0.0000	0.0000	0	0.10
29689	1.157	-0.424	-0.745	-2.97	0.38	-0.55	-0.013	-0.004	0.031	0.0189	-0.0052	-0.0140	0.0000	0.0000	0.0000	0	0.10
29696	1.145	-0.406	-0.750	-2.62	0.67	-0.44	-0.009	0.005	-0.007	0.0189	-0.0047	-0.0145	0.0000	0.0000	0.0000	0	0.10
29704	1.132	-0.390	-0.751	-2.53	0.25	-0.43	0.003	-0.011	-0.039	0.0191	-0.0052	-0.0143	0.0000	0.0000	0.0000	0	0.10
29711	1.117	-0.378	-0.749	-2.32	0.43	-0.51	0.008	0.019	-0.073	0.0191	-0.0047	-0.0147	0.0000	0.0000	0.0000	0	0.10
29719	1.105	-0.370	-0.745	-1.87	0.28	-0.49	-0.005	0.001	-0.089	0.0197	-0.0052	-0.0148	0.0000	0.0000	0.0000	0	0.10
29726	1.095	-0.363	-0.741	-1.50	0.28	-0.65	-0.002	-0.006	-0.073	0.0203	-0.0052	-0.0154	0.0000	0.0000	0.0000	0	0.10
29733	1.082	-0.360	-0.732	-1.42	-0.12	-0.54	-0.003	0.004	-0.076	0.0204	-0.0061	-0.0147	0.0000	0.0000	0.0000	0	0.10
29741	1.068	-0.360	-0.718	-1.56	-0.11	-0.52	0.010	-0.016	-0.061	0.0199	-0.0059	-0.0143	0.0000	0.0000	0.0000	0	0.10
29748	1.053	-0.358	-0.704	-1.47	-0.27	-0.34	0.008	0.001	-0.028	0.0197	-0.0064	-0.0136	0.0000	0.0000	0.0000	0	0.10
29755	1.039	-0.356	-0.692	-1.44	-0.54	-0.00	0.017	-0.015	0.005	0.0194	-0.0072	-0.0126	0.0000	0.0000	0.0000	0	0.10
29763	1.027	-0.353	-0.684	-1.28	-0.41	0.04	0.017	0.024	0.017	0.0192	-0.0070	-0.0126	0.0000	0.0000	0.0000	0	0.10
29770	1.017	-0.349	-0.677	-0.95	-0.48	-0.12	0.011	0.017	0.050	0.0198	-0.0073	-0.0130	0.0000	0.0000	0.0000	0	0.10
29777	1.010	-0.344	-0.675	-0.99	-0.67	-0.31	-0.012	0.003	0.073	0.0199	-0.0073	-0.0131	0.0000	0.0000	0.0000	0	0.10
29785	1.005	-0.338	-0.676	-0.77	-0.55	-0.44	-0.033	0.014	0.077	0.0202	-0.0070	-0.0136	0.0000	0.0000	0.0000	0	0.10
29792	0.999	-0.333	-0.675	-0.55	-0.40	-0.29	-0.031	-0.011	0.073	0.0202	-0.0069	-0.0137	0.0000	0.0000	0.0000	0	0.10
29800	0.990	-0.326	-0.673	-0.36	-0.56	-0.20	-0.019	-0.018	0.059	0.0204	-0.0073	-0.0135	0.0000	0.0000	0.0000	0	0.10
29807	0.985	-0.319	-0.675	-0.26	-0.20	-0.36	-0.029	-0.028	0.033	0.0203	-0.0065	-0.0142	0.0000	0.0000	0.0000	0	0.10
29814	0.982	-0.312	-0.678	-0.14	-0.07	-0.40	-0.017	-0.020	-0.001	0.0204	-0.0062	-0.0146	0.0000	0.0000	0.0000	0	0.10
29822	0.977	-0.310	-0.675	-0.00	0.01	-0.50	0.003	-0.023	-0.025	0.0205	-0.0060	-0.0149	0.0000	0.0000	0.0000	0	0.10
29829	0.977	-0.306	-0.680	0.20	0.04	-0.73	0.014	-0.011	-0.049	0.0210	-0.0059	-0.0156	0.0000	0.0000	0.0000	0	0.10
29837	0.984	-0.311	-0.681	0.49	-0.16	-0.40	0.017	0.020	-0.059	0.0216	-0.0068	-0.0151	0.0000	0.0000	0.0000	0	0.10
29844	0.991	-0.317	-0.682	0.55	-0.11	-0.62	0.020	0.017	-0.078	0.0220	-0.0068	-0.0156	0.0000	0.0000	0.0000	0	0.10
29852	1.000	-0.325	-0.684	0.96	-0.33	-0.49	0.023	0.017	-0.072	0.0229	-0.0078	-0.0156	0.0000	0.0000	0.0000	0	0.10
29859	1.010	-0.334	-0.685	1.11	-0.36	-0.60	0.027	0.009	-0.060	0.0235	-0.0080	-0.0159	0.0000	0.0000	0.0000	0	0.10
29866	1.019	-0.338	-0.689	1.35	-0.40	-0.82	0.021	0.031	-0.036	0.0243	-0.0082	-0.0166	0.0000	0.0000	0.0000	0	0.10
29874	1.026	-0.340	-0.695	1.23	-0.06	-0.82	0.028	0.004	0.010	0.0240	-0.0075	-0.0169	0.0000	0.0000	0.0000	0	0.10
29881	1.031	-0.344	-0.696	1.18	0.14	-0.96	0.014	0.016	0.033	0.0239	-0.0071	-0.0173	0.0000	0.0000	0.0000	0	0.10
29889	1.032	-0.346	-0.695	1.30	0.23	-0.96	0.022	-0.026	0.053	0.0241	-0.0071	-0.0175	0.0000	0.0000	0.0000	0	0.10
29896	1.037	-0.351	-0.695	1.07	0.32	-0.61	0.008	-0.007	0.069	0.0234	-0.0071	-0.0167	0.0000	0.0000	0.0000	0	0.10
29903	1.043	-0.357	-0.696	1.02	0.30	-0.54	0.005	0.001	0.071	0.0234	-0.0073	-0.0166	0.0000	0.0000	0.0000	0	0.10
29910	1.048	-0.358	-0.699	1.37	0.24	-0.52	-0.013	-0.010	0.057	0.0241	-0.0077	-0.0169	0.0000	0.0000	0.0000	0	0.10
29918	1.056	-0.362	-0.704	1.39	0.33	-0.42	-0.027	0.006	0.055	0.0242	-0.0078	-0.0169	0.0000	0.0000	0.0000	0	0.10
29925	1.068	-0.366	-0.712	1.75	0.27	-0.40	-0.026	0.004	0.031	0.0250	-0.0083	-0.0173	0.0000	0.0000	0.0000	0	0.10
29933	1.076	-0.364	-0.722	1.85	0.38	-0.29	-0.033	0.009	0.008	0.0252	-0.0082	-0.0175	0.0000	0.0000	0.0000	0	0.10
29940	1.091	-0.363	-0.737	2.07	0.41	-0.34	-0.034	0.007	-0.020	0.0259	-0.0083	-0.0181	0.0000	0.0000	0.0000	0	0.10
29947	1.102	-0.359	-0.753	2.11	0.61	-0.15	-0.017	-0.031	-0.025	0.0259	-0.0080	-0.0183	0.0000	0.0000	0.0000	0	0.10
29955	1.117	-0.358	-0.769	2.08	0.87	-0.49	-0.014	-0.024	-0.040	0.0262	-0.0072	-0.0194	0.0000	0.0000	0.0000	0	0.10
29962	1.129	-0.357	-0.782	2.34	0.84	-0.09	-0.013	-0.030	-0.048	0.0265	-0.0078	-0.0192	0.0000	0.0000	0.0000	0	0.10
29969	1.142	-0.357	-0.794	2.19	0.68	-0.08	0.010	0.002	-0.041	0.0267	-0.0080	-0.0192	0.0000	0.0000	0.0000	0	0.10
29977	1.154	-0.357	-0.806	2.05	0.78	-0.15	0.024	0.021	-0.054	0.0267	-0.0076	-0.0195	0.0000	0.0000	0.0000	0	0.10
29984	1.169	-0.362	-0.817	2.16	0.80	0.04	0.024	0.024	-0.052	0.0270	-0.0079	-0.0195	0.0000	0.0000	0.0000	0	0.10
29992	1.179	-0.367	-0.823	2.32	0.58	-0.01	0.039	0.037	-0.034	0.0277	-0.0085	-0.0197	0.0000	0.0000	0.0000	0	0.10
29999	1.191	-0.369	-0.832	1.93	0.86	0.10	0.042	0.011	-0.027	0.0269	-0.0078	-0.0196	0.0000	0.0000	0.0000	0	0.10
30006	1.203	-0.373	-0.839	1.94	0.93	-0.09	0.046	0.017	-0.017	0.0273	-0.0076	-0.0201	0.0000	0.0000	0.0000	0	0.10
30014	1.218	-0.379	-0.849	1.95	0.91	0.24	0.025	0.022	0.003	0.0273	-0.0081	-0.0198	0.0000	0.0000	0.0000	0	0.10
30021	1.227	-0.385	-0.852	1.96	0.72	0.31	0.005	0.010	0.011	0.0277	-0.0086	-0.0196	0.0000	0.0000	0.0000	0	0.10
30028	1.237	-0.388	-0.859	1.93	0.67	0.60	-0.001	-0.008	0.027	0.0276	-0.0090	-0.0191	0.0000	0.0000	0.0000	0	0.10
30036	1.245	-0.390	-0.866	2.17	0.63	0.82	-0.014	-0.018	0.042	0.0280	-0.0095	-0.0191	0.0000	0.0000	0.0000	0	0.10
30043	1.255	-0.393	-0.873	2.32	0.86	0.88	-0.024	-0.022	0.033	0.0282	-0.0093	-0.0195	0.0000	0.0000	0.0000	0	0.10
30050	1.265	-0.398	-0.878	2.05	0.80	0.99	-0.040	-0.034	0.035	0.0279	-0.0094	-0.0191	0.0000	0.0000	0.0000	0	0.10
30058	1.272	-0.398	-0.885	2.56	0.98	1.25	-0.036	-0.043	0.045	0.0285	-0.0097	-0.0194	0.0000	0.0000	0.0000	0	0.10
30065	1.274	-0.393	-0.891	2.40	1.20	1.30	-0.039	-0.028	0.018	0.0281	-0.0091	-0.0195	0.0000	0.0000	0.0000	0	0.10
30072	1.284	-0.400	-0.895	2.46	1.11	1.21	-0.036	-0.055	0.007	0.0285	-0.0094	-0.0197	0.0000	0.0000	0.0000	0	0.10
30080	1.294	-0.407	-0.899	2.39	0.83	1.36	-0.039	-0.034	-0.013	0.0287	-0.0101	-0.0192	0.0000	0.0000	0.0000	0	0.10
30087	1.300	-0.411	-0.901	2.19	1.06	1.33	-0.017	-0.000	-0.027	0.0283	-0.0096	-0.0193	0.0000	0.0000	0.0000	0	0.10
30094	1.309	-0.414	-0.906	2.48	0.97	1.24	0.015	-0.010	-0.040	0.0292	-0.0100	-0.0198	0.0000	0.0000	0.0000	0	0.10
30102	1.319	-0.416	-0.915	2.59	0.94	1.04	0.019	0.003	-0.032	0.0298	-0.0100	-0.0204	0.0000	0.0000	0.0000	0	0.10
30109	1.328	-0.420	-0.919	2.43	0.95	1.31	0.041	0.019	-0.023	0.0294	-0.0102	-0.0199	0.0000	0.0000	0.0000	0	0.10
30117	1.337	-0.425	-0.923	2.38	0.69	0.87	0.055	0.022	-0.010	0.0301	-0.0103	-0.0204	0.0000	0.0000	0.0000	0	0.10
30124	1.342	-0.430	-0.924	2.20	0.73	0.91	0.055	0.044	0.003	0.0299	-0.0103	-0.0202	0.0000	0.0000	0.0000	0	0.10
30131	1.348	-0.434	-0.926	2.31	0.71	0.72	0.048	0.028	0.015	0.0304	-0.0103	-0.0207	0.0000	0.0000	0.0000	0	0.10
30139	1.354	-0.440	-0.926	2.10	0.91	0.83	0.033	0.041	0.035	0.0298	-0.0100	-0.0205	0.0000	0.0000	0.0000	0	0.10
30146	1.356	-0.447	-0.920	2.13	0.81	1.00	0.025	0.026	0.034	0.0299	-0.0105	-0.0200	0.0000	0.0000	0.0000	0	0.10
30153	1.356	-0.452	-0.916	1.96	0.88	0.89	0.013	0.030	0.039	0.0296	-0.0102	-0.0200	0.0000	0.0000	0.0000	0	0.10
30161	1.360	-0.459	-0.913	1.94	1.08	0.50	0.009	0.006	0.042	0.0299	-0.0096	-0.0208	0.0000	0.0000	0.0000	0	0.10
30168	1.367	-0.471	-0.909	1.96	1.09	0.68	-0.010	-0.001	0.032	0.0299	-0.0100	-0.0204	0.0000	0.0000	0.0000	0	0.10
30175	1.376	-0.482	-0.907	2.09	0.84	0.60	-0.026	-0.029	0.011	0.0306	-0.0108	-0.0204	0.0000	0.0000	0.0000	0	0.10
30183	1.388	-0.499	-0.903	2.48	0.76	0.70	-0.044	-0.032	0.003	0.0314	-0.0117	-0.0205	0.0000	0.0000	0.0000	0	0.10
30190	1.402	-0.509	-0.907	2.97	0.64	0.75	-0.032	-0.041	-0.005	0.0326	-0.0126	-0.0208	0.0000	0.0000	0.0000	0	0.10
30198	1.411	-0.514	-0.911	2.62	0.62	0.38	-0.032	-0.007	-0.006	0.0326	-0.0121	-0.0212	0.0000	0.0000	0.0000	0	0.10
30205	1.422	-0.518	-0.918	2.79	0.64	0.40	-0.025	-0.002	-0.026	0.0330	-0.0123	-0.0215	0.0000	0.0000	0.0000	0	0.10
30213	1.428	-0.512	-0.929	2.42	0.74	0.15	-0.010	0.024	-0.016	0.0327	-0.0115	-0.0219	0.0000	0.0000	0.0000	0	0.10
30220	1.433	-0.509	-0.937	2.37	0.81	0.14	-0.014	0.019	-0.013	0.0326	-0.0112	-0.0221	0.0000	0.0000	0.0000	0	0.10
30227	1.437	-0.503	-0.947	1.96	0.89	0.14	-0.001	0.017	-0.009	0.0320	-0.0106	-0.0220	0.0000	0.0000	0.0000	0	0.10
30235	1.443	-0.502	-0.954	1.76	1.12	0.11	0.010	0.018	-0.010	0.0316	-0.0100	-0.0222	0.0000	0.0000	0.0000	0	0.10
30242	1.454	-0.502	-0.966	1.60	0.80	-0.04	0.009	0.016	0.007	0.0320	-0.0103	-0.0223	0.0000	0.0000	0.0000	0	0.10
30249	1.467	-0.503	-0.978	1.92	0.49	0.16	0.018	0.011	0.011	0.0329	-0.0113	-0.0222	0.0000	0.0000	0.0000	0	0.10
30257	1.484	-0.507	-0.990	2.06	0.39	0.23	0.012	-0.007	0.020	0.0334	-0.0118	-0.0224	0.0000	0.0000	0.0000	0	0.10
30264	1.497	-0.507	-1.003	1.99	0.36	0.12	0.009	-0.009	0.029	0.0337	-0.0117	-0.0228	0.0000	0.0000	0.0000	0	0.10
30272	1.505	-0.508	-1.011	1.85	0.33	0.17	-0.007	-0.032	0.019	0.0336	-0.0117	-0.0227	0.0000	0.0000	0.0000	0	0.10
30279	1.514	-0.508	-1.019	2.05	0.36	-0.06	-0.016	-0.022	0.005	0.0343	-0.0116	-0.0234	0.0000	0.0000	0.0000	0	0.10
30286	1.520	-0.512	-1.022	2.11	0.54	0.03	-0.013	-0.032	0.006	0.0343	-0.0115	-0.0235	0.0000	0.0000	0.0000	0	0.10
30294	1.522	-0.516	-1.019	1.62	0.53	0.11	-0.016	-0.030	-0.011	0.0335	-0.0112	-0.0229	0.0000	0.0000	0.0000	0	0.10
30301	1.524	-0.519	-1.018	1.55	0.28	0.21	-0.008	-0.019	-0.016	0.0335	-0.0118	-0.0224	0.0000	0.0000	0.0000	0	0.10
30308	1.529	-0.525	-1.018	1.82	0.21	0.23	-0.024	0.002	-0.027	0.0341	-0.0123	-0.0226	0.0000	0.0000	0.0000	0	0.10
30316	1.540	-0.534	-1.020	1.94	-0.29	0.07	-0.013	0.020	-0.034	0.0351	-0.0133	-0.0226	0.0000	0.0000	0.0000	0	0.10
30323	1.550	-0.537	-1.028	2.03	-0.62	-0.00	-0.011	0.039	-0.015	0.0358	-0.0140	-0.0227	0.0000	0.0000	0.0000	0	0.10
30331	1.564	-0.543	-1.036	2.43	-0.99	-0.03	-0.006	0.064	0.003	0.0372	-0.0151	-0.0229	0.0000	0.0000	0.0000	0	0.10
30338	1.573	-0.543	-1.045	2.40	-1.16	-0.37	0.001	0.026	0.021	0.0377	-0.0151	-0.0235	0.0000	0.0000	0.0000	0	0.10
30345	1.580	-0.543	-1.052	2.47	-1.59	-0.11	0.016	0.041	0.018	0.0381	-0.0162	-0.0229	0.0000	0.0000	0.0000	0	0.10
30353	1.588	-0.544	-1.059	2.59	-1.41	-0.19	0.010	0.027	0.018	0.0384	-0.0159	-0.0235	0.0000	0.0000	0.0000	0	0.10
30360	1.595	-0.543	-1.066	2.47	-1.13	-0.26	0.022	-0.001	0.022	0.0382	-0.0152	-0.0239	0.0000	0.0000	0.0000	0	0.10
30368	1.605	-0.547	-1.073	2.54	-1.34	-0.21	0.013	-0.011	0.022	0.0386	-0.0158	-0.0238	0.0000	0.0000	0.0000	0	0.10
30375	1.619	-0.554	-1.080	2.44	-1.25	-0.21	0.003	-0.045	0.029	0.0387	-0.0157	-0.0239	0.0000	0.0000	0.0000	0	0.10
30383	1.636	-0.567	-1.084	2.66	-1.47	0.01	0.001	-0.055	0.014	0.0394	-0.0167	-0.0237	0.0000	0.0000	0.0000	0	0.10
30390	1.654	-0.584	-1.086	2.81	-1.41	-0.20	-0.002	-0.065	0.020	0.0401	-0.0169	-0.0243	0.0000	0.0000	0.0000	0	0.10
30398	1.673	-0.606	-1.084	2.72	-1.64	0.01	-0.004	-0.049	0.023	0.0404	-0.0179	-0.0236	0.0000	0.0000	0.0000	0	0.10
30405	1.699	-0.631	-1.085	2.77	-1.78	-0.22	-0.010	-0.037	0.003	0.0413	-0.0185	-0.0239	0.0000	0.0000	0.0000	0	0.10
30413	1.724	-0.655	-1.086	3.21	-1.96	-0.05	-0.024	-0.028	-0.014	0.0426	-0.0199	-0.0239	0.0000	0.0000	0.0000	0	0.10
30420	1.748	-0.679	-1.087	2.97	-1.96	-0.23	-0.015	-0.032	-0.027	0.0428	-0.0200	-0.0240	0.0000	0.0000	0.0000	0	0.10
30428	1.772	-0.699	-1.091	2.75	-1.93	0.06	-0.015	-0.015	-0.037	0.0427	-0.0204	-0.0234	0.0000	0.0000	0.0000	0	0.10
30435	1.798	-0.717	-1.100	2.80	-2.03	-0.21	-0.020	-0.002	-0.038	0.0436	-0.0208	-0.0240	0.0000	0.0000	0.0000	0	0.10
30443	1.818	-0.732	-1.106	2.38	-1.62	-0.41	0.007	0.021	-0.028	0.0431	-0.0198	-0.0245	0.0000	0.0000	0.0000	0	0.10
30450	1.839	-0.747	-1.113	2.15	-1.65	-0.69	0.013	0.042	-0.033	0.0435	-0.0198	-0.0249	0.0000	0.0000	0.0000	0	0.10
30458	1.862	-0.759	-1.123	2.12	-1.35	-0.74	0.022	0.058	-0.019	0.0437	-0.0194	-0.0254	0.0000	0.0000	0.0000	0	0.10
30465	1.886	-0.779	-1.128	1.75	-1.39	-0.86	0.046	0.030	-0.002	0.0437	-0.0195	-0.0254	0.0000	0.0000	0.0000	0	0.10
30473	1.904	-0.792	-1.133	1.58	-1.32	-0.97	0.033	0.037	0.012	0.0438	-0.0194	-0.0255	0.0000	0.0000	0.0000	0	0.10
30480	1.924	-0.814	-1.132	1.38	-1.27	-0.82	0.054	0.041	0.046	0.0437	-0.0197	-0.0251	0.0000	0.0000	0.0000	0	0.10
30487	1.943	-0.833	-1.132	1.33	-1.20	-0.84	0.032	0.010	0.051	0.0439	-0.0199	-0.0252	0.0000	0.0000	0.0000	0	0.10
30495	1.962	-0.854	-1.131	1.33	-1.33	-0.71	0.023	0.008	0.040	0.0443	-0.0207	-0.0248	0.0000	0.0000	0.0000	0	0.10
30503	1.981	-0.876	-1.129	1.32	-1.32	-0.61	0.001	-0.005	0.041	0.0446	-0.0212	-0.0246	0.0000	0.0000	0.0000	0	0.10
30510	1.992	-0.892	-1.124	1.24	-1.22	-0.42	-0.025	-0.014	0.028	0.0444	-0.0215	-0.0242	0.0000	0.0000	0.0000	0	0.10
30517	2.004	-0.904	-1.124	0.99	-1.03	-0.66	-0.019	-0.030	0.015	0.0443	-0.0210	-0.0246	0.0000	0.0000	0.0000	0	0.10
30525	2.010	-0.906	-1.128	1.03	-0.62	-0.69	-0.046	-0.048	-0.001	0.0442	-0.0203	-0.0251	0.0000	0.0000	0.0000	0	0.10
30533	2.014	-0.908	-1.129	0.79	-0.34	-0.84	-0.046	-0.046	-0.001	0.0437	-0.0195	-0.0254	0.0000	0.0000	0.0000	0	0.10
30540	2.019	-0.906	-1.137	0.47	-0.07	-1.00	-0.033	-0.054	-0.031	0.0432	-0.0186	-0.0258	0.0000	0.0000	0.0000	0	0.10
30547	2.027	-0.903	-1.148	0.44	-0.20	-0.95	-0.040	-0.025	-0.035	0.0434	-0.0187	-0.0258	0.0000	0.0000	0.0000	0	0.10
30555	2.036	-0.901	-1.159	0.49	-0.13	-1.06	-0.019	-0.000	-0.041	0.0437	-0.0185	-0.0263	0.0000	0.0000	0.0000	0	0.10
30562	2.046	-0.900	-1.170	0.55	-0.42	-1.26	-0.019	0.019	-0.048	0.0444	-0.0189	-0.0267	0.0000	0.0000	0.0000	0	0.10
30570	2.057	-0.897	-1.183	0.51	-0.15	-1.60	0.005	0.014	-0.036	0.0447	-0.0180	-0.0277	0.0000	0.0000	0.0000	0	0.10
30577	2.067	-0.892	-1.199	0.68	-0.33	-1.69	0.010	0.051	-0.020	0.0454	-0.0183	-0.0282	0.0000	0.0000	0.0000	0	0.10
30585	2.075	-0.888	-1.210	0.54	-0.57	-1.42	0.023	0.060	0.004	0.0453	-0.0188	-0.0276	0.0000	0.0000	0.0000	0	0.10
30592	2.081	-0.888	-1.216	0.29	-0.53	-1.21	0.029	0.056	0.009	0.0448	-0.0187	-0.0272	0.0000	0.0000	0.0000	0	0.10
30600	2.083	-0.885	-1.221	0.21	-0.63	-1.13	0.036	0.039	0.016	0.0447	-0.0188	-0.0270	0.0000	0.0000	0.0000	0	0.10
30607	2.084	-0.884	-1.223	-0.24	-0.45	-0.86	0.037	0.024	0.027	0.0435	-0.0183	-0.0263	0.0000	0.0000	0.0000	0	0.10
30614	2.087	-0.884	-1.227	-0.26	-0.56	-0.63	0.034	0.016	0.024	0.0435	-0.0187	-0.0259	0.0000	0.0000	0.0000	0	0.10
30622	2.092	-0.886	-1.230	-0.10	-0.70	-0.33	0.029	-0.010	0.036	0.0437	-0.0193	-0.0255	0.0000	0.0000	0.0000	0	0.10
30629	2.096	-0.886	-1.233	-0.10	-0.61	-0.42	0.013	-0.019	0.027	0.0437	-0.0191	-0.0258	0.0000	0.0000	0.0000	0	0.10
30636	2.100	-0.887	-1.236	0.01	-0.85	0.03	-0.014	-0.022	0.032	0.0438	-0.0200	-0.0250	0.0000	0.0000	0.0000	0	0.10
30644	2.102	-0.886	-1.240	0.05	-0.70	0.26	-0.037	-0.054	0.011	0.0436	-0.0200	-0.0248	0.0000	0.0000	0.0000	0	0.10
30651	2.107	-0.885	-1.245	-0.08	-0.86	0.02	-0.047	-0.054	0.007	0.0438	-0.0199	-0.0251	0.0000	0.0000	0.0000	0	0.10
30658	2.109	-0.883	-1.249	-0.04	-0.54	0.08	-0.047	-0.062	-0.003	0.0436	-0.0194	-0.0254	0.0000	0.0000	0.0000	0	0.10
30666	2.109	-0.880	-1.252	0.04	-0.64	-0.11	-0.046	-0.067	-0.015	0.0440	-0.0194	-0.0257	0.0000	0.0000	0.0000	0	0.10
30673	2.106	-0.876	-1.253	0.04	-0.55	-0.20	-0.033	-0.036	-0.011	0.0439	-0.0191	-0.0260	0.0000	0.0000	0.0000	0	0.10
30681	2.103	-0.876	-1.251	0.14	-0.51	-0.33	-0.028	-0.024	-0.033	0.0442	-0.0190	-0.0263	0.0000	0.0000	0.0000	0	0.10
30688	2.101	-0.874	-1.251	-0.05	-0.26	-0.51	0.000	-0.012	-0.030	0.0437	-0.0182	-0.0266	0.0000	0.0000	0.0000	0	0.10
30695	2.100	-0.878	-1.245	-0.17	-0.31	-0.55	0.018	0.003	-0.010	0.0436	-0.0182	-0.0264	0.0000	0.0000	0.0000	0	0.10
30703	2.098	-0.885	-1.236	-0.46	-0.50	-0.49	0.029	0.028	-0.023	0.0432	-0.0185	-0.0257	0.0000	0.0000	0.0000	0	0.10
30710	2.096	-0.890	-1.229	-0.32	-0.60	-0.42	0.031	0.018	-0.008	0.0434	-0.0190	-0.0255	0.0000	0.0000	0.0000	0	0.10
30718	2.092	-0.898	-1.218	-0.37	-0.60	-0.06	0.031	0.039	-0.003	0.0429	-0.0194	-0.0246	0.0000	0.0000	0.0000	0	0.10
30725	2.093	-0.909	-1.208	-0.21	-1.02	-0.22	0.030	0.059	-0.004	0.0437	-0.0204	-0.0245	0.0000	0.0000	0.0000	0	0.10
30732	2.096	-0.918	-1.202	0.03	-1.17	-0.20	0.023	0.064	-0.006	0.0442	-0.0211	-0.0244	0.0000	0.0000	0.0000	0	0.10
30739	2.098	-0.925	-1.198	0.30	-0.74	-0.37	0.008	0.033	0.015	0.0445	-0.0205	-0.0252	0.0000	0.0000	0.0000	0	0.10
30747	2.103	-0.930	-1.197	0.40	-0.90	-0.62	0.001	0.022	0.020	0.0452	-0.0208	-0.0256	0.0000	0.0000	0.0000	0	0.10
30754	2.104	-0.929	-1.199	0.45	-0.56	-0.71	0.006	-0.012	0.022	0.0451	-0.0201	-0.0261	0.0000	0.0000	0.0000	0	0.10
30762	2.104	-0.927	-1.201	0.35	-0.51	-0.66	-0.022	-0.015	0.009	0.0448	-0.0200	-0.0260	0.0000	0.0000	0.0000	0	0.10
30769	2.106	-0.923	-1.207	0.41	-0.29	-0.61	-0.005	-0.039	0.017	0.0447	-0.0196	-0.0263	0.0000	0.0000	0.0000	0	0.10
30777	2.109	-0.922	-1.212	0.29	-0.18	-0.50	-0.007	-0.060	0.008	0.0444	-0.0193	-0.0262	0.0000	0.0000	0.0000	0	0.10
30784	2.111	-0.916	-1.219	0.48	-0.17	-0.59	-0.012	-0.047	0.014	0.0448	-0.0193	-0.0267	0.0000	0.0000	0.0000	0	0.10
30792	2.117	-0.914	-1.227	0.49	-0.45	-0.43	0.005	-0.049	-0.006	0.0451	-0.0199	-0.0264	0.0000	0.0000	0.0000	0	0.10
30799	2.128	-0.918	-1.235	0.64	-0.70	-0.34	0.014	-0.030	-0.005	0.0457	-0.0206	-0.0263	0.0000	0.0000	0.0000	0	0.10
30807	2.139	-0.922	-1.242	0.91	-0.81	-0.28	0.003	-0.004	-0.013	0.0464	-0.0212	-0.0265	0.0000	0.0000	0.0000	0	0.10
30814	2.149	-0.928	-1.247	1.15	-0.88	-0.34	0.018	-0.002	-0.016	0.0471	-0.0216	-0.0268	0.0000	0.0000	0.0000	0	0.10
30822	2.157	-0.933	-1.250	1.24	-1.12	-0.51	0.020	0.049	-0.022	0.0478	-0.0221	-0.0271	0.0000	0.0000	0.0000	0	0.10
30829	2.161	-0.937	-1.249	0.94	-0.97	-0.36	0.016	0.069	-0.014	0.0471	-0.0218	-0.0266	0.0000	0.0000	0.0000	0	0.10
30837	2.164	-0.943	-1.246	0.69	-0.76	-0.32	0.020	0.033	0.001	0.0465	-0.0213	-0.0265	0.0000	0.0000	0.0000	0	0.10
30844	2.167	-0.949	-1.243	0.61	-0.40	-0.39	0.007	0.054	-0.003	0.0462	-0.0207	-0.0268	0.0000	0.0000	0.0000	0	0.10
30852	2.168	-0.959	-1.234	0.50	-0.29	-0.28	-0.003	0.019	-0.002	0.0458	-0.0207	-0.0264	0.0000	0.0000	0.0000	0	0.10
30859	2.172	-0.970	-1.227	0.72	-0.43	-0.15	-0.019	0.038	-0.001	0.0463	-0.0215	-0.0261	0.0000	0.0000	0.0000	0	0.10
30866	2.176	-0.980	-1.222	0.73	-0.45	-0.25	-0.019	0.021	0.005	0.0465	-0.0216	-0.0262	0.0000	0.0000	0.0000	0	0.10
30874	2.183	-0.993	-1.216	1.26	-0.92	-0.21	-0.047	0.000	0.020	0.0479	-0.0232	-0.0261	0.0000	0.0000	0.0000	0	0.10
30882	2.192	-1.002	-1.217	1.33	-0.96	-0.33	-0.050	-0.014	0.027	0.0484	-0.0234	-0.0263	0.0000	0.0000	0.0000	0	0.10
