605683	0.793	-0.109	-0.687	1.18	0.67	1.14	-0.032	-0.009	-0.027	-0.951	-0.002	0.582	0.1200	-0.0321	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.30	0.66	1.07
605691	0.798	-0.113	-0.688	0.92	0.81	1.37	-0.026	-0.005	-0.030	-0.950	-0.002	0.582	0.1200	-0.0270	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.00	0.86	1.18
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	rho_x_lp	rho_y_lp	rho_z_lp	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale	trim_x_deg	trim_y_deg	trim_z_deg	trim_com_mm	trim_enabled	om_x_filt_dps	om_y_filt_d
605701	0.811	-0.128	-0.686	1.05	0.59	1.24	-0.031	-0.014	-0.016	-0.949	-0.002	0.581	0.1200	-0.0333	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.05	0.78	1.18
605709	0.822	-0.143	-0.682	1.23	0.73	1.03	-0.023	-0.010	0.002	-0.948	-0.002	0.581	0.1200	-0.0368	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.10	0.70	1.07
605717	0.831	-0.156	-0.679	1.04	0.87	0.65	-0.018	0.008	0.002	-0.948	-0.002	0.580	0.1200	-0.0354	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.13	0.73	0.95
605725	0.834	-0.164	-0.674	1.15	0.67	1.06	0.005	-0.007	0.012	-0.947	-0.002	0.580	0.1200	-0.0402	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.15	0.73	1.00
605733	0.839	-0.173	-0.671	0.73	0.69	1.25	0.027	-0.001	0.021	-0.946	-0.002	0.579	0.1200	-0.0394	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.02	0.78	1.02
605741	0.849	-0.189	-0.665	0.78	0.83	1.06	0.035	0.001	0.037	-0.945	-0.002	0.579	0.1200	-0.0397	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.93	0.91	1.03
605749	0.857	-0.197	-0.665	0.87	1.23	0.68	0.047	0.011	0.047	-0.945	-0.002	0.578	0.1200	-0.0369	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.98	1.04	0.94
605757	0.860	-0.205	-0.660	0.96	1.14	1.10	0.034	0.008	0.043	-0.944	-0.002	0.578	0.1200	-0.0400	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	1.02	1.06	1.06
605765	0.859	-0.210	-0.655	0.21	1.15	0.78	0.019	0.010	0.035	-0.943	-0.002	0.577	0.1200	-0.0337	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.67	1.23	0.95
605773	0.860	-0.212	-0.653	0.39	1.42	0.87	0.006	-0.014	0.024	-0.942	-0.002	0.577	0.1200	-0.0348	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.53	1.33	0.95
605781	0.860	-0.217	-0.649	0.18	1.57	0.60	0.011	0.006	0.018	-0.941	-0.002	0.577	0.1200	-0.0271	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.24	1.44	0.82
605788	0.864	-0.222	-0.648	0.16	1.74	0.24	-0.007	0.008	-0.011	-0.941	-0.002	0.576	0.1200	-0.0234	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.16	1.53	0.58
605796	0.864	-0.223	-0.647	0.08	1.29	0.67	-0.024	-0.001	-0.028	-0.940	-0.002	0.576	0.1200	-0.0254	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.15	1.46	0.49
605804	0.862	-0.220	-0.648	-0.11	1.68	0.36	-0.029	0.006	-0.038	-0.939	-0.002	0.575	0.1200	-0.0188	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.07	1.60	0.30
605812	0.860	-0.214	-0.652	0.30	1.68	0.27	-0.025	-0.007	-0.043	-0.939	-0.002	0.575	0.1200	-0.0178	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.11	1.67	0.21
605820	0.853	-0.208	-0.650	0.26	1.64	0.24	-0.035	0.025	-0.030	-0.938	-0.002	0.574	0.1200	-0.0101	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.09	1.72	0.13
605828	0.853	-0.208	-0.651	0.29	1.65	-0.01	-0.021	-0.006	-0.029	-0.937	-0.002	0.574	0.1200	-0.0165	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.20	1.66	0.08
605836	0.852	-0.204	-0.653	0.52	1.80	0.14	-0.023	0.011	-0.026	-0.936	-0.002	0.573	0.1200	-0.0149	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.39	1.65	0.11
605844	0.850	-0.201	-0.655	0.65	1.80	-0.20	-0.000	-0.011	-0.026	-0.936	-0.002	0.573	0.1200	-0.0160	-0.1200	0.0000	0.0000	0.0000	0	1.00	0.9601	0.0119	-0.9719	3.266	1	0.45	1.70	-0.05
