258522,4.3569,-4.8597,0.3749,-4.442,-29.189,0.666,0.034,0.062,0.097,0.115,0.218,-0.336,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258530,4.3864,-5.0301,0.5114,-5.552,-28.353,0.308,0.078,0.038,0.077,0.115,0.218,-0.335,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258537,4.4195,-5.1925,0.6364,-6.390,-27.873,-0.495,0.129,0.020,0.065,0.115,0.218,-0.335,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258545,4.4655,-5.3421,0.7361,-7.068,-27.123,-2.152,0.133,-0.009,0.067,0.115,0.217,-0.335,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258553,4.5277,-5.4754,0.8038,-7.670,-25.405,-6.123,0.135,-0.033,0.066,0.115,0.217,-0.334,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258561,4.5987,-5.5896,0.8440,-7.314,-23.866,-9.497,0.110,-0.075,0.073,0.115,0.217,-0.334,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258568,4.6721,-5.6898,0.8682,-7.414,-22.345,-12.715,0.068,-0.080,0.072,0.115,0.217,-0.334,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258576,4.7469,-5.7895,0.8904,-7.530,-20.869,-15.025,0.021,-0.087,0.048,0.115,0.217,-0.333,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258584,4.8133,-5.8816,0.9137,-7.876,-19.562,-16.724,-0.015,-0.060,0.007,0.115,0.216,-0.333,0.12000,-0.12000,0.12000,0.00000,0.00000,0.00000,0,1.000
258591,4.8756,-5.9703,0.9378,-7.785,-18.281,-17.671,-0.062,-0.055,-0.041,0.115,0.216,-0.333,0.12000,-0.12000,0.10027,0.00000,0.00000,0.00000,0,1.000
258599,4.9346,-6.0533,0.9595,-7.476,-16.504,-18.380,-0.094,-0.030,-0.095,0.114,0.216,-0.333,0.12000,-0.12000,0.07223,0.00000,0.00000,0.00000,0,1.000
258607,4.9911,-6.1210,0.9689,-6.687,-14.502,-18.950,-0.129,-0.010,-0.128,0.114,0.216,-0.332,0.12000,-0.12000,0.03978,0.00000,0.00000,0.00000,0,1.000
258614,5.0429,-6.1716,0.9665,-5.120,-12.266,-18.944,-0.146,-0.011,-0.158,0.114,0.216,-0.332,0.12000,-0.12000,0.00591,0.00000,0.00000,0.00000,0,1.000
258622,5.0950,-6.1998,0.9419,-3.739,-9.903,-18.986,-0.168,0.026,-0.166,0.114,0.215,-0.332,0.12000,-0.12000,-0.03284,0.00000,0.00000,0.00000,0,1.000
258630,5.1455,-6.2120,0.9032,-1.594,-7.291,-18.350,-0.169,0.012,-0.165,0.114,0.215,-0.332,0.12000,-0.12000,-0.07175,0.00000,0.00000,0.00000,0,1.000
258638,5.1990,-6.1965,0.8345,0.673,-4.398,-18.646,-0.163,0.012,-0.133,0.113,0.215,-0.332,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258645,5.2549,-6.1678,0.7507,3.043,-0.682,-18.811,-0.144,-0.004,-0.090,0.113,0.215,-0.332,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258653,5.3119,-6.1182,0.6454,5.330,3.620,-17.787,-0.123,-0.025,-0.039,0.113,0.215,-0.332,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258661,5.3624,-6.0650,0.5430,6.466,5.300,-15.846,-0.066,-0.023,-0.014,0.113,0.214,-0.331,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258669,5.4237,-6.0187,0.4367,7.489,6.314,-13.021,-0.037,0.007,-0.010,0.113,0.214,-0.331,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258677,5.4979,-5.9668,0.3119,7.936,7.342,-11.219,0.028,0.044,0.022,0.113,0.214,-0.331,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258684,5.5778,-5.9054,0.1722,8.206,9.213,-9.874,0.090,0.058,0.052,0.113,0.214,-0.330,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258693,5.6764,-5.8266,-0.0031,8.744,11.047,-9.607,0.148,0.064,0.081,0.113,0.214,-0.330,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258700,5.7729,-5.7459,-0.1782,9.341,12.726,-9.666,0.174,0.025,0.119,0.113,0.214,-0.330,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258708,5.8667,-5.6562,-0.3594,9.917,14.051,-9.562,0.185,0.033,0.140,0.113,0.214,-0.329,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258716,5.9463,-5.5742,-0.5189,10.056,14.961,-7.971,0.183,0.016,0.108,0.113,0.213,-0.329,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258724,6.0113,-5.4971,-0.6590,9.607,15.066,-6.148,0.184,0.010,0.068,0.113,0.213,-0.329,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258731,6.0538,-5.4213,-0.7754,9.121,14.920,-4.144,0.190,0.032,0.011,0.113,0.213,-0.328,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258739,6.0851,-5.3526,-0.8736,8.315,14.526,-1.783,0.161,0.011,-0.034,0.113,0.213,-0.328,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258747,6.1051,-5.2807,-0.9637,6.858,14.232,0.072,0.143,0.017,-0.085,0.113,0.213,-0.328,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258754,6.1188,-5.2034,-1.0526,6.165,13.781,0.475,0.102,-0.008,-0.077,0.113,0.213,-0.328,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258762,6.1310,-5.1188,-1.1472,5.982,13.349,0.981,0.035,0.001,-0.069,0.113,0.213,-0.328,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258770,6.1346,-5.0385,-1.2290,5.658,12.734,1.390,-0.024,-0.019,-0.067,0.113,0.212,-0.327,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258778,6.1284,-4.9555,-1.3036,4.950,12.060,1.395,-0.085,-0.020,-0.038,0.113,0.212,-0.327,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258786,6.1098,-4.8741,-1.3643,3.972,11.329,1.517,-0.119,0.002,-0.001,0.112,0.212,-0.327,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258793,6.0859,-4.7998,-1.4127,2.689,10.634,1.591,-0.132,-0.025,0.030,0.112,0.212,-0.327,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258801,6.0491,-4.7269,-1.4470,1.314,9.730,1.544,-0.132,-0.004,0.052,0.112,0.212,-0.326,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258809,6.0103,-4.6603,-1.4729,-0.011,8.930,1.343,-0.126,0.011,0.070,0.112,0.211,-0.326,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258816,5.9738,-4.6028,-1.4925,-1.157,7.804,1.077,-0.093,0.035,0.084,0.112,0.211,-0.326,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258824,5.9429,-4.5586,-1.5046,-2.067,6.785,0.574,-0.049,0.055,0.079,0.112,0.211,-0.325,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258832,5.9174,-4.5203,-1.5164,-3.112,5.608,0.259,-0.023,0.060,0.065,0.111,0.211,-0.325,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258840,5.8958,-4.4919,-1.5225,-3.799,4.039,-0.446,0.023,0.038,0.039,0.111,0.211,-0.325,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258848,5.8726,-4.4628,-1.5276,-4.787,3.165,-0.803,0.059,0.051,0.009,0.111,0.211,-0.324,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258855,5.8492,-4.4306,-1.5355,-5.479,2.814,-1.241,0.088,-0.001,-0.047,0.111,0.211,-0.324,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258863,5.8176,-4.3936,-1.5400,-6.521,2.854,-1.719,0.114,-0.028,-0.053,0.111,0.210,-0.324,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258871,5.7852,-4.3513,-1.5488,-7.638,2.668,-2.424,0.114,-0.078,-0.069,0.111,0.210,-0.324,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258879,5.7409,-4.3043,-1.5502,-9.085,2.751,-2.858,0.117,-0.074,-0.067,0.111,0.210,-0.324,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258886,5.6969,-4.2575,-1.5518,-10.651,2.874,-3.424,0.091,-0.069,-0.063,0.111,0.210,-0.323,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258894,5.6563,-4.2131,-1.5544,-12.072,2.723,-4.178,0.070,-0.075,-0.039,0.111,0.210,-0.323,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258902,5.6164,-4.1674,-1.5590,-13.669,2.525,-5.236,0.051,-0.057,-0.011,0.111,0.209,-0.323,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258910,5.5752,-4.1207,-1.5633,-15.456,2.468,-6.670,0.028,-0.024,0.022,0.111,0.209,-0.323,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258918,5.5362,-4.0753,-1.5686,-17.037,2.380,-7.960,0.008,0.021,0.056,0.111,0.209,-0.322,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258925,5.4916,-4.0228,-1.5751,-18.592,2.371,-8.827,-0.021,0.055,0.078,0.111,0.209,-0.322,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258933,5.4439,-3.9662,-1.5824,-20.102,1.922,-9.616,-0.051,0.061,0.070,0.111,0.209,-0.322,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258941,5.3931,-3.9058,-1.5904,-20.545,1.770,-9.762,-0.074,0.052,0.046,0.111,0.209,-0.321,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258948,5.3342,-3.8314,-1.6040,-20.372,1.659,-9.611,-0.103,0.068,0.022,0.111,0.209,-0.321,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258956,5.2605,-3.7434,-1.6160,-20.482,2.338,-9.018,-0.121,0.056,-0.023,0.110,0.208,-0.321,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258964,5.1688,-3.6409,-1.6241,-20.125,2.675,-8.337,-0.146,0.009,-0.049,0.110,0.208,-0.321,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258972,5.0589,-3.5192,-1.6326,-18.879,2.194,-8.045,-0.151,-0.004,-0.073,0.110,0.208,-0.320,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258980,4.9364,-3.3846,-1.6411,-17.771,1.687,-7.695,-0.164,-0.020,-0.091,0.110,0.208,-0.320,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258987,4.7983,-3.2380,-1.6458,-16.787,1.008,-7.261,-0.148,-0.012,-0.081,0.110,0.208,-0.320,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
258995,4.6509,-3.0820,-1.6504,-16.372,0.941,-7.080,-0.106,-0.027,-0.079,0.109,0.208,-0.320,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259003,4.4974,-2.9154,-1.6591,-16.377,0.978,-6.795,-0.075,-0.038,-0.053,0.109,0.207,-0.320,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259011,4.3536,-2.7613,-1.6653,-15.941,0.877,-6.390,-0.019,-0.039,-0.021,0.109,0.207,-0.319,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259018,4.2241,-2.6226,-1.6709,-15.929,0.636,-5.951,0.020,-0.049,-0.001,0.109,0.207,-0.319,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259026,4.1222,-2.5125,-1.6761,-14.847,-0.381,-5.594,0.051,-0.007,0.022,0.109,0.207,-0.319,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259034,4.0472,-2.4352,-1.6765,-13.250,-2.270,-4.985,0.066,0.019,0.053,0.109,0.207,-0.319,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259042,4.0005,-2.3860,-1.6777,-10.144,-5.071,-4.338,0.067,0.053,0.070,0.109,0.206,-0.318,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259049,3.9679,-2.3580,-1.6723,-8.120,-6.651,-3.936,0.021,0.069,0.082,0.109,0.206,-0.318,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259057,3.9389,-2.3407,-1.6601,-6.340,-7.908,-3.297,0.024,0.080,0.073,0.109,0.206,-0.318,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259065,3.9072,-2.3307,-1.6381,-5.373,-8.360,-2.543,0.006,0.041,0.059,0.109,0.206,-0.317,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259073,3.8626,-2.3155,-1.6084,-5.433,-7.976,-1.386,0.022,0.025,0.023,0.109,0.206,-0.317,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259080,3.8187,-2.3039,-1.5758,-5.777,-7.072,-0.572,0.046,-0.037,-0.014,0.109,0.206,-0.317,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259088,3.7824,-2.3009,-1.5423,-6.040,-6.014,-0.204,0.063,-0.104,-0.023,0.108,0.206,-0.317,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259096,3.7624,-2.3064,-1.5170,-5.730,-5.377,-0.517,0.070,-0.117,-0.035,0.108,0.205,-0.316,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259103,3.7670,-2.3346,-1.4942,-4.537,-4.933,-0.674,0.042,-0.138,-0.035,0.108,0.205,-0.316,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
259112,3.7907,-2.3848,-1.4690,-3.085,-4.874,-1.127,0.021,-0.115,-0.024,0.108,0.205,-0.316,0.12000,-0.12000,-0.12000,0.00000,0.00000,0.00000,0,1.000
