383275	-0.308	0.177	0.135	0.82	0.32	0.36	0.002	-0.025	0.042	-0.000	-0.000	0.000	-0.0550	0.0288	0.0301	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
383283	-0.304	0.172	0.136	0.47	0.36	0.66	0.021	-0.021	0.040	-0.000	-0.000	0.000	-0.0604	0.0295	0.0377	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	rho_x_lp	rho_y_lp	rho_z_lp	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale	trim_x_deg	trim_y_deg	trim_z_deg	trim_com_mm	trim_enabled
383293	-0.304	0.169	0.139	0.45	0.14	0.27	0.030	-0.003	0.022	-0.000	-0.000	0.000	-0.0539	0.0310	0.0314	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
383301	-0.302	0.167	0.140	0.35	0.03	0.16	0.023	-0.000	0.004	0.000	-0.000	0.000	-0.0544	0.0309	0.0291	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
383309	-0.302	0.162	0.144	0.15	0.22	0.18	0.027	0.007	-0.015	0.000	-0.000	0.000	-0.0588	0.0361	0.0273	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
383317	-0.306	0.166	0.145	-0.16	0.04	0.34	0.020	-0.001	-0.024	0.000	-0.000	0.000	-0.0656	0.0335	0.0335	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
383325	-0.309	0.171	0.143	-0.38	0.30	0.52	0.020	0.022	-0.024	0.000	-0.000	0.000	-0.0742	0.0433	0.0358	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
383333	-0.309	0.174	0.140	-0.38	0.52	0.30	0.010	0.001	-0.029	0.000	-0.000	0.000	-0.0754	0.0466	0.0294	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
383341	-0.309	0.172	0.141	-0.13	0.55	0.33	-0.012	0.009	-0.033	0.000	-0.000	0.000	-0.0750	0.0457	0.0271	0.0000	0.0000	0.0000	0	1.00	-0.1182	0.4729	-0.3423	1.424	1
